,sentence,word,sense,context,sym_context,sem_context,sns_context
170, p30/d2999,something,entity.n.01,"['wants', 'something', '.']","['want', 'entity', '.']","['ENS', 'DIS', 'NIL']","['want.v.01', 'entity.n.01', 'O']"
171, p00/d3187,Tom,male.n.02,"['Tom', 'is']","['tom', 'be']","['PER', 'NOW']","['male.n.02', 'O']"
172, p00/d3187,very,very.r.01,"['is', 'very', 'polite']","['be', 'very', 'polite']","['NOW', 'INT', 'DEG']","['O', 'very.r.01', 'polite.a.01']"
173, p00/d3187,polite,polite.a.01,"['very', 'polite', '.']","['very', 'polite', '.']","['INT', 'DEG', 'NIL']","['very.r.01', 'polite.a.01', 'O']"
174, p10/d2688,magazines,magazine.n.02,"['many', 'magazines', 'are']","['?', 'magazine', 'be']","['QUV', 'CON', 'ENS']","['O', 'magazine.n.02', 'be.v.03']"
175, p10/d2688,are,be.v.03,"['magazines', 'are', 'on']","['magazine', 'be', 'on']","['CON', 'ENS', 'REL']","['magazine.n.02', 'be.v.03', 'O']"
176, p10/d2688,desk,desk.n.01,"['the', 'desk', '?']","['the', 'desk', '?']","['DEF', 'CON', 'QUE']","['O', 'desk.n.01', 'O']"
177, p00/d0798,It,entity.n.01,"['It', 'took']","['entity', 'take']","['NIL', 'EPS']","['entity.n.01', 'take.v.02']"
178, p00/d0798,took,take.v.02,"['It', 'took', 'me']","['entity', 'take', 'speaker']","['NIL', 'EPS', 'PRO']","['entity.n.01', 'take.v.02', 'O']"
179, p00/d0798,hours,hour.n.01,"['two', 'hours', 'to']","['2', 'hour', 'to']","['QUC', 'UOM', 'NIL']","['O', 'hour.n.01', 'O']"
180, p00/d0798,memorize,memorize.v.01,"['to', 'memorize', 'this']","['to', 'memorize', 'entity']","['NIL', 'EXS', 'PRX']","['O', 'memorize.v.01', 'entity.n.01']"
181, p00/d0798,this,entity.n.01,"['memorize', 'this', 'sentence']","['memorize', 'entity', 'sentence']","['EXS', 'PRX', 'CON']","['memorize.v.01', 'entity.n.01', 'sentence.n.01']"
182, p00/d0798,sentence,sentence.n.01,"['this', 'sentence', '.']","['entity', 'sentence', '.']","['PRX', 'CON', 'NIL']","['entity.n.01', 'sentence.n.01', 'O']"
183, p00/d3037,He,male.n.02,"['He', 'called']","['male', 'call~up']","['PRO', 'EPS']","['male.n.02', 'call_up.v.02']"
184, p00/d3037,called,call_up.v.02,"['He', 'called', 'his']","['male', 'call~up', 'male']","['PRO', 'EPS', 'HAS']","['male.n.02', 'call_up.v.02', 'male.n.02']"
185, p00/d3037,his,male.n.02,"['called', 'his', 'mother']","['call~up', 'male', 'mother']","['EPS', 'HAS', 'ROL']","['call_up.v.02', 'male.n.02', 'mother.n.01']"
186, p00/d3037,mother,mother.n.01,"['his', 'mother', 'up']","['male', 'mother', 'up']","['HAS', 'ROL', 'REL']","['male.n.02', 'mother.n.01', 'O']"
187, p00/d3037,airport,airport.n.01,"['the', 'airport', '.']","['the', 'airport', '.']","['DEF', 'CON', 'NIL']","['O', 'airport.n.01', 'O']"
188, p00/d1461,Everyone,person.n.01,"['Everyone', ""'s""]","['person', 'be']","['AND', 'NOW']","['person.n.01', 'O']"
189, p00/d1461,eating,eat.v.02,"[""'s"", 'eating', '.']","['be', 'eat', '.']","['NOW', 'EXG', 'NIL']","['O', 'eat.v.02', 'O']"
190, p00/d2315,they,person.n.01,"['Are', 'they', 'live']","['be', 'person', 'live']","['NOW', 'PRO', 'IST']","['O', 'person.n.01', 'live.a.01']"
191, p00/d2315,live,live.a.01,"['they', 'live', '?']","['person', 'live', '?']","['PRO', 'IST', 'QUE']","['person.n.01', 'live.a.01', 'O']"
192, p00/d2984,This,entity.n.01,"['This', 'is']","['entity', 'be']","['PRX', 'NOW']","['entity.n.01', 'O']"
193, p00/d2984,exciting,exciting.a.01,"['is', 'exciting', '.']","['be', 'exciting', '.']","['NOW', 'IST', 'NIL']","['O', 'exciting.a.01', 'O']"
194, p00/d2468,Tom,male.n.02,"['Tom', 'has']","['tom', 'have', 'have']","['PER', 'NOW', 'ENS']","['male.n.02', 'O', 'have.v.02']"
195, p00/d2468,bought,buy.v.01,"['has', 'bought', 'a']","['have', 'buy', 'a', 'have']","['NOW', 'EXT', 'DIS', 'ENS']","['O', 'buy.v.01', 'O', 'have.v.02']"
196, p00/d2468,house,house.n.01,"['a', 'house', 'which']","['a', 'house', 'which']","['DIS', 'CON', 'REL']","['O', 'house.n.01', 'O']"
197, p00/d2468,rooms,room.n.01,"['six', 'rooms', '.']","['6', 'room', '.']","['QUC', 'CON', 'NIL']","['O', 'room.n.01', 'O']"
198, p00/d1916,lied,lie.v.05,"['You', 'lied', 'to']","['hearer', 'lie', 'to']","['PRO', 'EPS', 'REL']","['O', 'lie.v.05', 'O']"
199, p10/d1821,Tom,male.n.02,"['Tom', 'loves']","['tom', 'love']","['PER', 'ENS']","['male.n.02', 'love.v.01']"
200, p10/d1821,loves,love.v.01,"['Tom', 'loves', 'chocolate~cake']","['tom', 'love', 'chocolate~cake']","['PER', 'ENS', 'CON']","['male.n.02', 'love.v.01', 'chocolate_cake.n.01']"
201, p10/d1821,chocolate~cake,chocolate_cake.n.01,"['loves', 'chocolate~cake', '.']","['love', 'chocolate~cake', '.']","['ENS', 'CON', 'NIL']","['love.v.01', 'chocolate_cake.n.01', 'O']"
202, p00/d1308,silent,silent.a.02,"['were', 'silent', '.']","['be', 'silent', '.']","['PST', 'IST', 'NIL']","['O', 'silent.a.02', 'O']"
203, p20/d1191,people,person.n.01,"['2,000', 'people', 'are']","['2000', 'person', 'be']","['QUC', 'CON', 'NOW']","['O', 'person.n.01', 'O']"
204, p20/d1191,employed,employ.v.02,"['currently', 'employed', 'at']","['currently', 'employ', 'at']","['NOW', 'EXS', 'REL']","['O', 'employ.v.02', 'O']"
205, p20/d1191,Suzano,geographical_area.n.01,"['the', 'Suzano', 'industrial~park']","['the', 'suzano', 'industrial~park']","['DEF', 'GEO', 'CON']","['O', 'geographical_area.n.01', 'industrial_park.n.01']"
206, p20/d1191,industrial~park,industrial_park.n.01,"['Suzano', 'industrial~park', '.']","['suzano', 'industrial~park', '.']","['GEO', 'CON', 'NIL']","['geographical_area.n.01', 'industrial_park.n.01', 'O']"
207, p00/d1741,plan,plan.n.01,"['My', 'plan', 'worked']","['speaker', 'plan', 'work']","['HAS', 'CON', 'EPS']","['O', 'plan.n.01', 'work.v.03']"
208, p00/d1741,worked,work.v.03,"['plan', 'worked', '.']","['plan', 'work', '.']","['CON', 'EPS', 'NIL']","['plan.n.01', 'work.v.03', 'O']"
209, p10/d2312,Tom,male.n.02,"['Tom', 'put']","['tom', 'put']","['PER', 'EPS']","['male.n.02', 'put.v.01']"
210, p10/d2312,put,put.v.01,"['Tom', 'put', 'his']","['tom', 'put', 'male', 'male']","['PER', 'EPS', 'HAS', 'HAS']","['male.n.02', 'put.v.01', 'male.n.02', 'male.n.02']"
211, p10/d2312,his,male.n.02,"['put', 'his', 'pistol']","['put', 'male', 'pistol', 'male']","['EPS', 'HAS', 'CON', 'HAS']","['put.v.01', 'male.n.02', 'pistol.n.01', 'male.n.02']"
212, p10/d2312,pistol,pistol.n.01,"['his', 'pistol', 'under']","['male', 'pistol', 'under', 'male']","['HAS', 'CON', 'REL', 'HAS']","['male.n.02', 'pistol.n.01', 'O', 'male.n.02']"
213, p10/d2312,his,male.n.02,"['under', 'his', 'pillow']","['male', 'under', 'male', 'pillow']","['HAS', 'REL', 'HAS', 'CON']","['male.n.02', 'O', 'male.n.02', 'pillow.n.01']"
214, p10/d2312,pillow,pillow.n.01,"['his', 'pillow', '.']","['male', 'male', 'pillow', '.']","['HAS', 'HAS', 'CON', 'NIL']","['male.n.02', 'male.n.02', 'pillow.n.01', 'O']"
215, p00/d2428,Tom,male.n.02,"['Tom', 'is']","['tom', 'be']","['PER', 'NOW']","['male.n.02', 'O']"
216, p00/d2428,ready,ready.a.01,"['is', 'ready', '.']","['be', 'ready', '.']","['NOW', 'IST', 'NIL']","['O', 'ready.a.01', 'O']"
217, p00/d2721,politician,politician.n.01,"['That', 'politician', 'is']","['that', 'politician', 'be']","['DST', 'ROL', 'ENS']","['O', 'politician.n.01', 'be.v.01']"
218, p00/d2721,is,be.v.01,"['politician', 'is', 'an']","['politician', 'be', 'an']","['ROL', 'ENS', 'DIS']","['politician.n.01', 'be.v.01', 'O']"
219, p00/d2721,old,old.a.04,"['an', 'old', 'fox']","['an', 'old', 'fox']","['DIS', 'IST', 'ROL']","['O', 'old.a.04', 'fox.n.02']"
220, p00/d2721,fox,fox.n.02,"['old', 'fox', '.']","['old', 'fox', '.']","['IST', 'ROL', 'NIL']","['old.a.04', 'fox.n.02', 'O']"
221, p10/d2032,told,tell.v.03,"['I', 'told', 'him']","['speaker', 'tell', 'male']","['PRO', 'EPS', 'PRO']","['O', 'tell.v.03', 'male.n.02']"
222, p10/d2032,him,male.n.02,"['told', 'him', 'everything']","['tell', 'male', 'entity']","['EPS', 'PRO', 'AND']","['tell.v.03', 'male.n.02', 'entity.n.01']"
223, p10/d2032,everything,entity.n.01,"['him', 'everything', '.']","['male', 'entity', '.']","['PRO', 'AND', 'NIL']","['male.n.02', 'entity.n.01', 'O']"
224, p20/d3257,bugs,bug.n.02,"['Some', 'bugs', 'were']","['some', 'bug', 'be']","['DIS', 'CON', 'PST']","['O', 'bug.n.02', 'O']"
225, p20/d3257,fixed,fix.v.01,"['were', 'fixed', '.']","['be', 'fix', '.']","['PST', 'EXS', 'NIL']","['O', 'fix.v.01', 'O']"
226, p20/d1819,Tom,male.n.02,"['Tom', 'and']","['tom', 'and']","['PER', 'GRP']","['male.n.02', 'O']"
227, p20/d1819,Mary,female.n.02,"['and', 'Mary', 'both']","['and', 'mary', 'both']","['GRP', 'PER', 'AND']","['O', 'female.n.02', 'O']"
228, p20/d1819,laughed,laugh.v.01,"['both', 'laughed', '.']","['both', 'laugh', '.']","['AND', 'EPS', 'NIL']","['O', 'laugh.v.01', 'O']"
229, p10/d2554,Tom,male.n.02,"['Tom', 'deposited']","['tom', 'deposit']","['PER', 'EPS']","['male.n.02', 'deposit.v.02']"
230, p10/d2554,deposited,deposit.v.02,"['Tom', 'deposited', 'some']","['tom', 'deposit', 'some']","['PER', 'EPS', 'DIS']","['male.n.02', 'deposit.v.02', 'O']"
231, p10/d2554,money,money.n.01,"['some', 'money', 'in']","['some', 'money', 'in']","['DIS', 'CON', 'REL']","['O', 'money.n.01', 'O']"
232, p10/d2554,bank,bank.n.02,"['the', 'bank', '.']","['the', 'bank', '.']","['DEF', 'CON', 'NIL']","['O', 'bank.n.02', 'O']"
233, p30/d2724,blue,blue.a.01,"['How', 'blue', 'the']","['how', 'blue', 'the']","['EMP', 'COL', 'DEF']","['O', 'blue.a.01', 'O']"
234, p30/d2724,sky,sky.n.01,"['the', 'sky', 'is']","['the', 'sky', 'be']","['DEF', 'CON', 'NOW']","['O', 'sky.n.01', 'O']"
235, p00/d0856,Who,person.n.01,"['Who', 'is']","['person', 'be']","['QUE', 'ENS']","['person.n.01', 'be.v.02']"
236, p00/d0856,is,be.v.02,"['Who', 'is', 'he']","['person', 'be', 'male']","['QUE', 'ENS', 'PRO']","['person.n.01', 'be.v.02', 'male.n.02']"
237, p00/d0856,he,male.n.02,"['is', 'he', '?']","['be', 'male', '?']","['ENS', 'PRO', 'QUE']","['be.v.02', 'male.n.02', 'O']"
238, p00/d2977,watching,watch.v.03,"['not', 'watching', 'TV']","['not', 'watch', 'tv']","['NOT', 'EXG', 'CON']","['O', 'watch.v.03', 'tv.n.01']"
239, p00/d2977,TV,tv.n.01,"['watching', 'TV', 'now']","['watch', 'tv', 'now']","['EXG', 'CON', 'NOW']","['watch.v.03', 'tv.n.01', 'O']"
240, p20/d1616,Tom,male.n.02,"['Tom', 'is']","['tom', 'be']","['PER', 'NOW']","['male.n.02', 'O']"
241, p20/d1616,playing,play.v.01,"['is', 'playing', 'poker']","['be', 'play', 'poker']","['NOW', 'EXG', 'CON']","['O', 'play.v.01', 'poker.n.02']"
242, p20/d1616,poker,poker.n.02,"['playing', 'poker', 'with']","['play', 'poker', 'with']","['EXG', 'CON', 'REL']","['play.v.01', 'poker.n.02', 'O']"
243, p20/d1616,his,male.n.02,"['with', 'his', 'friends']","['with', 'male', 'friend']","['REL', 'HAS', 'ROL']","['O', 'male.n.02', 'friend.n.01']"
244, p20/d1616,friends,friend.n.01,"['his', 'friends', '.']","['male', 'friend', '.']","['HAS', 'ROL', 'NIL']","['male.n.02', 'friend.n.01', 'O']"
245, p00/d1589,Mary,female.n.02,"['Mary', 'just']","['mary', 'just']","['PER', 'PST']","['female.n.02', 'O']"
246, p00/d1589,left,leave.v.01,"['just', 'left', '.']","['just', 'leave', '.']","['PST', 'EPS', 'NIL']","['O', 'leave.v.01', 'O']"
247, p30/d0895,wounded,wounded.n.01,"['The', 'wounded', 'were']","['the', 'wounded', 'be']","['DEF', 'ROL', 'PST']","['O', 'wounded.n.01', 'O']"
248, p30/d0895,transported,transport.v.01,"['were', 'transported', 'with']","['be', 'transport', 'with']","['PST', 'EXS', 'REL']","['O', 'transport.v.01', 'O']"
249, p30/d0895,ambulance,ambulance.n.01,"['an', 'ambulance', '.']","['an', 'ambulance', '.']","['DIS', 'CON', 'NIL']","['O', 'ambulance.n.01', 'O']"
250, p00/d3148,Tom,male.n.02,"['Tom', 'ripped']","['tom', 'rip~off']","['PER', 'EPS']","['male.n.02', 'rip_off.v.01']"
251, p00/d3148,ripped,rip_off.v.01,"['Tom', 'ripped', 'you']","['tom', 'rip~off', 'hearer']","['PER', 'EPS', 'PRO']","['male.n.02', 'rip_off.v.01', 'O']"
252, p20/d1970,author,author.n.01,"['Every', 'author', 'suffers']","['every', 'author', 'suffer']","['AND', 'ROL', 'ENS']","['O', 'author.n.01', 'suffer.v.02']"
253, p20/d1970,suffers,suffer.v.02,"['author', 'suffers', 'from']","['author', 'suffer', 'from']","['ROL', 'ENS', 'REL']","['author.n.01', 'suffer.v.02', 'O']"
254, p20/d1970,writer's~block,writer's_block.n.01,"['from', ""writer's~block"", 'from~time~to~time']","['from', ""writer's~block"", 'from~time~to~time']","['REL', 'CON', 'IST']","['O', ""writer's_block.n.01"", 'from_time_to_time.r.01']"
255, p20/d1970,from~time~to~time,from_time_to_time.r.01,"[""writer's~block"", 'from~time~to~time', '.']","[""writer's~block"", 'from~time~to~time', '.']","['CON', 'IST', 'NIL']","[""writer's_block.n.01"", 'from_time_to_time.r.01', 'O']"
256, p00/d0760,Bountiful,vehicle.n.01,"['Bountiful', 'reached']","['bountiful', 'reach']","['ART', 'EPS']","['vehicle.n.01', 'reach.v.01']"
257, p00/d0760,reached,reach.v.01,"['Bountiful', 'reached', 'San~Francisco']","['bountiful', 'reach', 'san~francisco']","['ART', 'EPS', 'GPE']","['vehicle.n.01', 'reach.v.01', 'city.n.01']"
258, p00/d0760,San~Francisco,city.n.01,"['reached', 'San~Francisco', 'on']","['reach', 'san~francisco', 'on']","['EPS', 'GPE', 'REL']","['reach.v.01', 'city.n.01', 'O']"
259, p00/d2138,prepared,prepared.a.01,"[""n't"", 'prepared', '.']","['not', 'prepared', '.']","['NOT', 'IST', 'NIL']","['O', 'prepared.a.01', 'O']"
260, p10/d0848,She,female.n.02,"['She', 'wrinkled']","['female', 'wrinkle']","['PRO', 'EPS']","['female.n.02', 'wrinkle.v.03']"
261, p10/d0848,wrinkled,wrinkle.v.03,"['She', 'wrinkled', 'her']","['female', 'wrinkle', 'female']","['PRO', 'EPS', 'HAS']","['female.n.02', 'wrinkle.v.03', 'female.n.02']"
262, p10/d0848,her,female.n.02,"['wrinkled', 'her', 'brows']","['wrinkle', 'female', 'brow']","['EPS', 'HAS', 'CON']","['wrinkle.v.03', 'female.n.02', 'brow.n.02']"
263, p10/d0848,brows,brow.n.02,"['her', 'brows', '.']","['female', 'brow', '.']","['HAS', 'CON', 'NIL']","['female.n.02', 'brow.n.02', 'O']"
264, p00/d0874,plus,plus.n.02,"['One', 'plus', 'two']","['1', 'plus', '2']","['QUC', 'CON', 'QUC']","['O', 'plus.n.02', 'O']"
265, p00/d0874,equal,equal.a.01,"['is', 'equal', 'to']","['be', 'equal', 'to']","['NIL', 'IST', 'REL']","['O', 'equal.a.01', 'O']"
266, p00/d1633,She,female.n.02,"['She', 'has']","['female', 'have']","['PRO', 'ENS']","['female.n.02', 'have.v.01']"
267, p00/d1633,has,have.v.01,"['She', 'has', 'two~thousand']","['female', 'have', '2000']","['PRO', 'ENS', 'QUC']","['female.n.02', 'have.v.01', 'O']"
268, p00/d1633,books,book.n.01,"['two~thousand', 'books', '.']","['2000', 'book', '.']","['QUC', 'CON', 'NIL']","['O', 'book.n.01', 'O']"
269, p00/d3051,Tom,male.n.02,"['Tom', 'started']","['tom', 'start']","['PER', 'EPS']","['male.n.02', 'start.v.01']"
270, p00/d3051,started,start.v.01,"['Tom', 'started', 'walking']","['tom', 'start', 'walk']","['PER', 'EPS', 'EXG']","['male.n.02', 'start.v.01', 'walk.v.01']"
271, p00/d3051,walking,walk.v.01,"['started', 'walking', '.']","['start', 'walk', '.']","['EPS', 'EXG', 'NIL']","['start.v.01', 'walk.v.01', 'O']"
272, p30/d1734,Tom,male.n.02,"['Tom', 'threw']","['tom', 'throw']","['PER', 'EPS']","['male.n.02', 'throw.v.01']"
273, p30/d1734,threw,throw.v.01,"['Tom', 'threw', 'a']","['tom', 'throw', 'a']","['PER', 'EPS', 'DIS']","['male.n.02', 'throw.v.01', 'O']"
274, p30/d1734,snowball,snowball.n.04,"['a', 'snowball', 'at']","['a', 'snowball', 'at']","['DIS', 'CON', 'REL']","['O', 'snowball.n.04', 'O']"
275, p30/d1734,Mary,female.n.02,"['at', 'Mary', '.']","['at', 'mary', '.']","['REL', 'PER', 'NIL']","['O', 'female.n.02', 'O']"
276, p30/d1606,go,go.v.01,"[""'s"", 'go', 'to']","['speaker', 'go', 'to']","['PRO', 'EXS', 'REL']","['O', 'go.v.01', 'O']"
277, p30/d1606,theater,theater.n.01,"['the', 'theater', 'together']","['the', 'theater', 'together']","['DEF', 'CON', 'GRP']","['O', 'theater.n.01', 'O']"
278, p00/d1487,She,female.n.02,"['She', 'loved']","['female', 'love']","['PRO', 'EPS']","['female.n.02', 'love.v.03']"
279, p00/d1487,loved,love.v.03,"['She', 'loved', 'Tom']","['female', 'love', 'tom']","['PRO', 'EPS', 'PER']","['female.n.02', 'love.v.03', 'male.n.02']"
280, p00/d1487,Tom,male.n.02,"['loved', 'Tom', '.']","['love', 'tom', '.']","['EPS', 'PER', 'NIL']","['love.v.03', 'male.n.02', 'O']"
281, p00/d2280,drunk,drunk.a.01,"[""'m"", 'drunk', '.']","['be', 'drunk', '.']","['NOW', 'IST', 'NIL']","['O', 'drunk.a.01', 'O']"
282, p00/d3130,This,entity.n.01,"['This', 'train']","['entity', 'train']","['PRX', 'CON']","['entity.n.01', 'train.n.01']"
283, p00/d3130,train,train.n.01,"['This', 'train', 'leaves']","['entity', 'train', 'leave']","['PRX', 'CON', 'EFS']","['entity.n.01', 'train.n.01', 'leave.v.01']"
284, p00/d3130,leaves,leave.v.01,"['train', 'leaves', 'at']","['train', 'leave', 'at']","['CON', 'EFS', 'REL']","['train.n.01', 'leave.v.01', 'O']"
285, p00/d1738,is,be.v.01,"['Tom', 'is', 'a']","['tom', 'be', 'a']","['LIT', 'ENS', 'DIS']","['O', 'be.v.01', 'O']"
286, p00/d1738,common,common.a.02,"['a', 'common', 'name']","['a', 'common', 'name']","['DIS', 'IST', 'CON']","['O', 'common.a.02', 'name.n.01']"
287, p00/d1738,name,name.n.01,"['common', 'name', '.']","['common', 'name', '.']","['IST', 'CON', 'NIL']","['common.a.02', 'name.n.01', 'O']"
288, p00/d2720,never,time.n.01,"['I', 'never', 'lie']","['speaker', 'time', 'lie']","['PRO', 'NOT', 'ENS']","['O', 'time.n.01', 'lie.v.05']"
289, p00/d2720,lie,lie.v.05,"['never', 'lie', '.']","['time', 'lie', '.']","['NOT', 'ENS', 'NIL']","['time.n.01', 'lie.v.05', 'O']"
290, p30/d1555,hare,hare.n.01,"['A', 'hare', 'raced']","['a', 'hare', 'race']","['DIS', 'CON', 'EPS']","['O', 'hare.n.01', 'race.v.02']"
291, p30/d1555,raced,race.v.02,"['hare', 'raced', 'with']","['hare', 'race', 'with']","['CON', 'EPS', 'REL']","['hare.n.01', 'race.v.02', 'O']"
292, p30/d1555,tortoise,tortoise.n.01,"['a', 'tortoise', '.']","['a', 'tortoise', '.']","['DIS', 'CON', 'NIL']","['O', 'tortoise.n.01', 'O']"
293, p10/d3128,Tom,male.n.02,"['Is', 'Tom', 'retired']","['be', 'tom', 'retired']","['NOW', 'PER', 'IST']","['O', 'male.n.02', 'retired.a.01']"
294, p10/d3128,retired,retired.a.01,"['Tom', 'retired', '?']","['tom', 'retired', '?']","['PER', 'IST', 'QUE']","['male.n.02', 'retired.a.01', 'O']"
295, p20/d1396,What,entity.n.01,"['What', 'is']","['entity', 'be']","['QUE', 'ENS']","['entity.n.01', 'be.v.02']"
296, p20/d1396,is,be.v.02,"['What', 'is', 'the']","['entity', 'be', 'the', 'the']","['QUE', 'ENS', 'DEF', 'DEF']","['entity.n.01', 'be.v.02', 'O', 'O']"
297, p20/d1396,longest,long.a.02,"['the', 'longest', 'river']","['the', 'long', 'river', 'the']","['DEF', 'TOP', 'CON', 'DEF']","['O', 'long.a.02', 'river.n.01', 'O']"
298, p20/d1396,river,river.n.01,"['longest', 'river', 'in']","['long', 'river', 'in']","['TOP', 'CON', 'REL']","['long.a.02', 'river.n.01', 'O']"
299, p20/d1396,world,world.n.04,"['the', 'world', '?']","['the', 'the', 'world', '?']","['DEF', 'DEF', 'CON', 'QUE']","['O', 'O', 'world.n.04', 'O']"
300, p30/d1671,seen,see.v.01,"[""'ve"", 'seen', 'a']","['have', 'see', 'a']","['NOW', 'EXT', 'DIS']","['O', 'see.v.01', 'O']"
301, p30/d1671,flying~saucer,flying_saucer.n.01,"['a', 'flying~saucer', '.']","['a', 'flying~saucer', '.']","['DIS', 'CON', 'NIL']","['O', 'flying_saucer.n.01', 'O']"
302, p20/d3512,very,very.r.01,"['be', 'very', 'proud']","['be', 'very', 'proud']","['NIL', 'INT', 'IST']","['O', 'very.r.01', 'proud.a.01']"
303, p20/d3512,proud,proud.a.01,"['very', 'proud', '.']","['very', 'proud', '.']","['INT', 'IST', 'NIL']","['very.r.01', 'proud.a.01', 'O']"
304, p20/d3194,received,receive.v.01,"['I', 'received', 'a']","['speaker', 'receive', 'a']","['PRO', 'EPS', 'DIS']","['O', 'receive.v.01', 'O']"
305, p20/d3194,telegram,telegram.n.01,"['a', 'telegram', 'from']","['a', 'telegram', 'from']","['DIS', 'CON', 'REL']","['O', 'telegram.n.01', 'O']"
306, p20/d3194,her,female.n.02,"['from', 'her', '.']","['from', 'female', '.']","['REL', 'PRO', 'NIL']","['O', 'female.n.02', 'O']"
307, p00/d0836,He,male.n.02,"['He', ""'s""]","['male', 'be']","['PRO', 'NOW']","['male.n.02', 'O']"
308, p00/d0836,like,like.a.01,"['not', 'like', 'us']","['not', 'like', 'speaker']","['NOT', 'IST', 'PRO']","['O', 'like.a.01', 'O']"
309, p00/d2089,genius,genius.n.01,"['a', 'genius', '.']","['a', 'genius', '.']","['DIS', 'ROL', 'NIL']","['O', 'genius.n.01', 'O']"
310, p10/d1741,worried,worried.a.01,"['am', 'worried', 'about']","['be', 'worried', 'about']","['NOW', 'IST', 'REL']","['O', 'worried.a.01', 'O']"
311, p10/d1741,Tom,male.n.02,"['about', 'Tom', '.']","['about', 'tom', '.']","['REL', 'PER', 'NIL']","['O', 'male.n.02', 'O']"
312, p10/d0958,tie,tie.n.01,"['this', 'tie', 'cost']","['this', 'tie', 'cost']","['PRX', 'CON', 'EXS']","['O', 'tie.n.01', 'cost.v.01']"
313, p10/d0958,cost,cost.v.01,"['tie', 'cost', '?']","['tie', 'cost', '?']","['CON', 'EXS', 'QUE']","['tie.n.01', 'cost.v.01', 'O']"
314, p20/d2206,sleeping,sleep_with.v.01,"['you', 'sleeping', 'with']","['hearer', 'sleep~with', 'with']","['PRO', 'EXG', 'REL']","['O', 'sleep_with.v.01', 'O']"
315, p20/d2206,her,female.n.02,"['with', 'her', '?']","['with', 'female', '?']","['REL', 'PRO', 'QUE']","['O', 'female.n.02', 'O']"
316, p00/d0719,Russia,state.n.04,"['Russia', 'fears']","['russia', 'fear']","['GPE', 'ENS']","['state.n.04', 'fear.v.02']"
317, p00/d0719,fears,fear.v.02,"['Russia', 'fears', 'the']","['russia', 'fear', 'the']","['GPE', 'ENS', 'DEF']","['state.n.04', 'fear.v.02', 'O']"
318, p00/d0719,system,system.n.02,"['the', 'system', '.']","['the', 'system', '.']","['DEF', 'CON', 'NIL']","['O', 'system.n.02', 'O']"
319, p20/d3225,stopped,stop.v.01,"['They', 'stopped', '.']","['person', 'stop', '.']","['PRO', 'EPS', 'NIL']","['O', 'stop.v.01', 'O']"
320, p00/d2168,Tom,male.n.02,"['Tom', 'left']","['tom', 'leave']","['PER', 'EPS']","['male.n.02', 'leave.v.01']"
