,sentence,word,sym,sem,sns
625, p04/d3319,believe,believe,ENS,believe.v.02
626, p04/d3319,she,female,PRO,female.n.02
627, p04/d3319,'s,be,NOW,O
628, p04/d3319,40,40,QUC,O
629, p04/d3319,years,year,UOM,year.n.01
630, p04/d3319,old,old,DEG,old.a.01
631, p04/d3319,.,.,NIL,O
632, p24/d3104,Tom,tom,PER,male.n.02
633, p24/d3104,'s,'s,HAS,O
634, p24/d3104,response,response,CON,response.n.03
635, p24/d3104,surprised,surprise,EPS,surprise.v.02
636, p24/d3104,everybody,person,AND,person.n.01
637, p24/d3104,.,.,NIL,O
638, p86/d3077,He,male,PRO,male.n.02
639, p86/d3077,loves,love,ENS,love.v.01
640, p86/d3077,the,the,DEF,O
641, p86/d3077,tigers,tiger,CON,tiger.n.02
642, p86/d3077,.,.,NIL,O
643, p93/d1815,He,male,PRO,male.n.02
644, p93/d1815,'s,be,NOW,O
645, p93/d1815,in~love,in~love,IST,in_love.a.01
646, p93/d1815,with,with,REL,O
647, p93/d1815,another,another,ALT,O
648, p93/d1815,woman,woman,CON,woman.n.01
649, p93/d1815,.,.,NIL,O
650, p37/d2197,Look,look,EXS,O
651, p37/d2197,at,at,REL,O
652, p37/d2197,that,that,DST,O
653, p37/d2197,cat,cat,CON,cat.n.01
654, p37/d2197,.,.,NIL,O
655, p37/d2197,It,entity,PRO,entity.n.01
656, p37/d2197,is,be,ENS,be.v.02
657, p37/d2197,Mr.,mr,ROL,mr.n.01
658, p37/d2197,Brown,brown,PER,male.n.02
659, p37/d2197,'s,cat,HAS,O
660, p37/d2197,.,.,NIL,O
661, p13/d1864,She,female,PRO,female.n.02
662, p13/d1864,always,time,AND,O
663, p13/d1864,gets,get~up,ENS,get_up.v.02
664, p13/d1864,up,up,REL,O
665, p13/d1864,at,at,REL,O
666, p13/d1864,six,06:00,CLO,O
667, p13/d1864,.,.,NIL,O
668, p06/d2496,She,female,PRO,female.n.02
669, p06/d2496,crossed,cross,EPS,cross.v.04
670, p06/d2496,her,female,HAS,female.n.02
671, p06/d2496,arms,arm,CON,arm.n.01
672, p06/d2496,.,.,NIL,O
673, p85/d2911,Tom,tom,PER,male.n.02
674, p85/d2911,is,be,NOW,O
675, p85/d2911,dozing,doze,EXG,doze.v.01
676, p85/d2911,.,.,NIL,O
677, p97/d3158,She,female,PRO,female.n.02
678, p97/d3158,crossed,cross,EPS,cross.v.01
679, p97/d3158,the,the,DEF,O
680, p97/d3158,street,street,CON,street.n.01
681, p97/d3158,.,.,NIL,O
682, p57/d2867,My,speaker,HAS,O
683, p57/d2867,girlfriend,girlfriend,ROL,girlfriend.n.02
684, p57/d2867,dumped,dump,EPS,dump.v.02
685, p57/d2867,me,speaker,PRO,O
686, p57/d2867,.,.,NIL,O
687, p09/d1998,He,male,PRO,male.n.02
688, p09/d1998,forgave,forgive,EPS,forgive.v.01
689, p09/d1998,you,hearer,PRO,O
690, p09/d1998,.,.,NIL,O
691, p14/d0716,Vladislav~Listyev,vladislav~listyev,PER,male.n.02
692, p14/d0716,was,be,PST,O
693, p14/d0716,murdered,murder,EXS,murder.v.01
694, p14/d0716,in,in,REL,O
695, p14/d0716,Moscow,moscow,GPE,city.n.01
696, p14/d0716,.,.,NIL,O
697, p56/d2766,Her,female,HAS,O
698, p56/d2766,mother,mother,ROL,mother.n.01
699, p56/d2766,always,time,AND,time.n.08
700, p56/d2766,accompanies,accompany,ENS,accompany.v.04
701, p56/d2766,her,female,PRO,female.n.02
702, p56/d2766,.,.,NIL,O
703, p98/d0794,John,john,PER,male.n.02
704, p98/d0794,inherited,inherit,EPS,inherit.v.01
705, p98/d0794,a,a,DIS,O
706, p98/d0794,large,large,DEG,large.a.01
707, p98/d0794,fortune,fortune,CON,fortune.n.02
708, p98/d0794,.,.,NIL,O
709, p82/d2353,My,speaker,HAS,O
710, p82/d2353,balloon,balloon,CON,balloon.n.02
711, p82/d2353,popped,pop,EPS,pop.v.12
712, p82/d2353,!,!,EMP,O
713, p63/d1574,They,person,PRO,person.n.01
714, p63/d1574,are,be,ENS,be.v.03
715, p63/d1574,at,at,REL,O
716, p63/d1574,229~Broadway~Avenue,229~broadway~avenue,GEO,way.n.06
717, p63/d1574,.,.,NIL,O
718, p45/d0938,He,male,PRO,male.n.02
719, p45/d0938,'s,be,NOW,O
720, p45/d0938,tall,tall,IST,tall.n.01
721, p45/d0938,and,and,AND,O
722, p45/d0938,slim,slim,IST,slim.a.01
723, p45/d0938,.,.,NIL,O
724, p79/d1362,John~Irving,john~irving,PER,male.n.02
725, p87/d2564,He,male,PRO,male.n.02
726, p87/d2564,ran,run,EPS,run.v.20
727, p87/d2564,an,an,DIS,O
728, p87/d2564,ad,ad,CON,ad.n.01
729, p87/d2564,in,in,REL,O
730, p87/d2564,the,the,DEF,O
731, p87/d2564,paper,paper,CON,paper.n.03
732, p87/d2564,.,.,NIL,O
733, p57/d1603,His,male,HAS,male.n.02
734, p57/d1603,book,book,CON,book.n.02
735, p57/d1603,is,be,NOW,O
736, p57/d1603,red,red,COL,red.a.01
737, p57/d1603,.,.,NIL,O
738, p88/d2117,I,speaker,PRO,O
739, p88/d2117,asked,ask~out,EPS,ask_out.v.01
740, p88/d2117,her,female,PRO,female.n.02
741, p88/d2117,out,out,REL,O
742, p88/d2117,.,.,NIL,O
743, p06/d2707,The,the,DEF,O
744, p06/d2707,lamb,lamb,CON,lamb.n.01
745, p06/d2707,was,be,PST,O
746, p06/d2707,killed,kill,EXS,kill.v.01
747, p06/d2707,by,by,REL,O
748, p06/d2707,the,the,DEF,O
749, p06/d2707,wolf,wolf,CON,wolf.n.01
750, p06/d2707,.,.,NIL,O
751, p89/d2901,Mt.~Fuji,mt.~fuji,GEO,mountain.n.01
752, p89/d2901,is,be,NOW,O
753, p89/d2901,3776,3776,QUC,O
754, p89/d2901,meters,meter,UOM,meter.n.01
755, p89/d2901,high,high,DEG,high.a.02
756, p89/d2901,.,.,NIL,O
757, p86/d2746,We,speaker,PRO,O
758, p86/d2746,went,go,PST,O
759, p86/d2746,fishing,fish,EXG,fish.v.02
760, p86/d2746,in,in,REL,O
761, p86/d2746,the,the,DEF,O
762, p86/d2746,lake,lake,CON,lake.n.01
763, p86/d2746,.,.,NIL,O
764, p28/d1940,The,the,DEF,O
765, p28/d1940,phone,phone,CON,phone.n.01
766, p28/d1940,is,be,NOW,O
767, p28/d1940,ringing,ring,EXG,ring.v.01
768, p28/d1940,!,!,EMP,O
769, p14/d1800,I,speaker,PRO,O
770, p14/d1800,had,have,EPS,have.v.03
771, p14/d1800,loads,+,QUV,O
772, p14/d1800,of,of,REL,O
773, p14/d1800,fun,fun,CON,fun.n.01
774, p14/d1800,.,.,NIL,O
775, p02/d2639,Tom,tom,PER,male.n.02
776, p02/d2639,and,and,GRP,O
777, p02/d2639,Mary,mary,PER,female.n.02
778, p02/d2639,played,play,EPS,play.v.01
779, p02/d2639,chess,chess,CON,chess.n.02
780, p02/d2639,.,.,NIL,O
781, p63/d1502,None,entity,NOT,entity.n.01
782, p63/d1502,of,of,REL,O
783, p63/d1502,these,entity,PRX,entity.n.01
784, p63/d1502,buses,bus,CON,bus.n.01
785, p63/d1502,go,go,EFS,go.v.01
786, p63/d1502,to,to,REL,O
787, p63/d1502,Shinjuku,shinjuku,GPE,city.n.01
788, p63/d1502,.,.,NIL,O
789, p44/d3239,Tom,tom,PER,male.n.02
790, p44/d3239,is,be,NOW,O
791, p44/d3239,hoping,hope,EXG,hope.v.01
792, p44/d3239,that,that,SUB,O
793, p44/d3239,he,male,PRO,male.n.02
794, p44/d3239,can,can,POS,O
795, p44/d3239,hitch,hitch,EXS,hitch.v.04
796, p44/d3239,a,a,DIS,O
797, p44/d3239,ride,ride,CON,ride.n.01
798, p44/d3239,to,to,REL,O
799, p44/d3239,Boston,boston,GPE,city.n.01
800, p44/d3239,.,.,NIL,O
801, p19/d0874,Lisa~Lillien,lisa~lillien,PER,female.n.02
802, p19/d0874,is,be,NOW,O
803, p19/d0874,married,marry,EXS,marry.v.01
804, p19/d0874,to,to,REL,O
805, p19/d0874,Dan~Schneider,dan~schneider,PER,male.n.02
806, p19/d0874,.,.,NIL,O
807, p07/d1555,Tom,tom,PER,male.n.02
808, p07/d1555,never,time,NOT,time.n.01
809, p07/d1555,was,be,PST,O
810, p07/d1555,lazy,lazy,IST,lazy.a.02
811, p07/d1555,.,.,NIL,O
812, p19/d1480,We,speaker,PRO,O
813, p19/d1480,called,call,EPS,call.v.01
814, p19/d1480,Robert,robert,PER,male.n.02
815, p19/d1480,"""","""",NIL,O
816, p19/d1480,Bob,bob,LIT,O
817, p19/d1480,"""","""",NIL,O
818, p19/d1480,.,.,NIL,O
819, p24/d1990,Whoever,person,AND,person.n.01
820, p24/d1990,guesses,guess,ENS,guess.v.04
821, p24/d1990,the,the,DEF,O
822, p24/d1990,number,number,CON,number.n.02
823, p24/d1990,wins,win,ENS,win.v.01
824, p24/d1990,.,.,NIL,O
825, p02/d2758,Whose,person,HAS,person.n.01
826, p02/d2758,handbag,handbag,CON,handbag.n.01
827, p02/d2758,is,be,ENS,be.v.02
828, p02/d2758,this,entity,PRX,entity.n.01
829, p02/d2758,?,?,QUE,O
830, p38/d2335,The,the,DEF,O
831, p38/d2335,doctors,doctor,ROL,doctor.n.01
832, p38/d2335,were,be,PST,O
833, p38/d2335,treating,treat,EXG,treat.v.03
834, p38/d2335,the,the,DEF,O
835, p38/d2335,wounded,wounded,ROL,wounded.n.01
836, p38/d2335,.,.,NIL,O
837, p53/d1695,She,female,PRO,female.n.02
838, p53/d1695,dyed,dye,EPS,dye.v.01
839, p53/d1695,her,female,HAS,female.n.02
840, p53/d1695,hair,hair,CON,hair.n.01
841, p53/d1695,red,red,COL,red.a.01
842, p53/d1695,.,.,NIL,O
843, p36/d3382,He,male,PRO,male.n.02
844, p36/d3382,ate,eat,EPS,eat.v.01
845, p36/d3382,poisonous,poisonous,IST,poisonous.a.02
846, p36/d3382,mushrooms,mushroom,CON,mushroom.n.02
847, p36/d3382,.,.,NIL,O
848, p18/d0836,He,male,PRO,male.n.02
849, p18/d0836,had,have,EPS,have.v.01
850, p18/d0836,fifty,50,QUC,O
851, p18/d0836,dollars,dollar,UOM,dollar.n.01
852, p18/d0836,.,.,NIL,O
853, p26/d1963,The,the,DEF,O
854, p26/d1963,corporate,corporate,IST,corporate.a.01
855, p26/d1963,headquarters,headquarters,CON,headquarters.n.01
856, p26/d1963,is,be,ENS,be.v.03
857, p26/d1963,in,in,REL,O
858, p26/d1963,Los~Angeles,los~angeles,GPE,city.n.01
859, p26/d1963,.,.,NIL,O
860, p89/d3315,All,entity,AND,entity.n.01
861, p89/d3315,of,of,REL,O
862, p89/d3315,the,the,DEF,O
863, p89/d3315,sugar,sugar,CON,sugar.n.01
864, p89/d3315,has,have,NOW,O
865, p89/d3315,fallen,fall,EXT,fall.v.01
866, p89/d3315,to,to,REL,O
867, p89/d3315,the,the,DEF,O
868, p89/d3315,ground,ground,CON,ground.n.01
869, p89/d3315,.,.,NIL,O
870, p05/d3297,Tom,tom,PER,male.n.02
871, p05/d3297,waved,wave,EPS,wave.v.01
872, p05/d3297,goodbye,goodbye,CON,goodbye.n.01
873, p05/d3297,to,to,REL,O
874, p05/d3297,Mary,mary,PER,female.n.02
875, p05/d3297,.,.,NIL,O
876, p33/d2790,My,speaker,HAS,O
877, p33/d2790,heart,heart,CON,heart.n.02
878, p33/d2790,is,be,NOW,O
879, p33/d2790,pounding,pound,EXG,pound.v.04
880, p33/d2790,.,.,NIL,O
881, p92/d2550,Tom,tom,PER,male.n.02
882, p92/d2550,put,put,EPS,put.v.01
883, p92/d2550,the,the,DEF,O
884, p92/d2550,thermometer,thermometer,CON,thermometer.n.01
885, p92/d2550,in,in,REL,O
886, p92/d2550,his,male,HAS,male.n.02
887, p92/d2550,mouth,mouth,CON,mouth.n.01
888, p92/d2550,.,.,NIL,O
889, p43/d2148,Some,some,DIS,O
890, p43/d2148,children,child,CON,child.n.01
891, p43/d2148,were,be,PST,O
892, p43/d2148,playing,play,EXG,play.v.01
893, p43/d2148,frisbee,frisbee,CON,frisbee.n.01
894, p43/d2148,near,near,APX,O
895, p43/d2148,the,the,DEF,O
896, p43/d2148,pond,pond,CON,pond.n.01
897, p43/d2148,.,.,NIL,O
898, p04/d2945,I,speaker,PRO,O
899, p04/d2945,am,be,ENS,be.v.03
900, p04/d2945,from,from,REL,O
901, p04/d2945,Brazil,brazil,GPE,country.n.02
902, p04/d2945,.,.,NIL,O
903, p33/d1992,The,the,DEF,O
904, p33/d1992,bear,bear,CON,bear.n.01
905, p33/d1992,ate,eat,EPS,eat.v.01
906, p33/d1992,an,an,DIS,O
907, p33/d1992,apple,apple,CON,apple.n.01
908, p33/d1992,.,.,NIL,O
909, p92/d2898,What,entity,QUE,entity.n.01
910, p92/d2898,is,be,ENS,be.v.02
911, p92/d2898,your,hearer,HAS,O
912, p92/d2898,first~name,first~name,CON,first_name.n.01
913, p92/d2898,?,?,QUE,O
914, p82/d2462,The,the,DEF,O
915, p82/d2462,sea~gulls,sea~gull,CON,sea_gull.n.01
916, p82/d2462,are,be,NOW,O
917, p82/d2462,flying,fly,EXG,fly.v.01
918, p82/d2462,low,low,IST,low.r.01
919, p82/d2462,.,.,NIL,O
920, p66/d1394,How,how,QUE,O
921, p66/d1394,many,?,QUV,O
922, p66/d1394,Olympic,olympic,IST,olympic.a.01
923, p66/d1394,gold~medals,gold~medal,CON,gold_medal.n.01
924, p66/d1394,did,do,PST,O
925, p66/d1394,Carl~Lewis,carl~lewis,PER,male.n.02
926, p66/d1394,win,win,EXS,win.v.01
927, p66/d1394,?,?,QUE,O
928, p09/d0933,Tom,tom,PER,male.n.02
929, p09/d0933,does,do,NOW,O
930, p09/d0933,n't,not,NOT,O
931, p09/d0933,own,own,EXS,own.v.01
932, p09/d0933,a,a,DIS,O
933, p09/d0933,credit~card,credit~card,CON,credit_card.n.01
934, p09/d0933,.,.,NIL,O
935, p28/d2168,I,speaker,PRO,O
936, p28/d2168,have,have,NEC,O
937, p28/d2168,to,to,NIL,O
938, p28/d2168,go,go,EXS,go.v.01
939, p28/d2168,to,to,REL,O
940, p28/d2168,the,the,DEF,O
941, p28/d2168,police~station,police~station,CON,police_station.n.01
942, p28/d2168,.,.,NIL,O
943, p48/d3410,The,the,DEF,O
944, p48/d3410,cat,cat,CON,cat.n.01
945, p48/d3410,meowed,meow,EPS,meow.v.01
946, p48/d3410,.,.,NIL,O
947, p72/d2160,Edu,edu,PER,male.n.02
948, p72/d2160,has,have,ENS,have.v.07
949, p72/d2160,more~or~less,more~or~less,APX,O
950, p72/d2160,a~thousand,1000,QUC,O
951, p72/d2160,gay,gay,IST,gay.a.06
952, p72/d2160,friends,friend,ROL,friend.n.01
953, p72/d2160,.,.,NIL,O
954, p74/d1383,What,entity,QUE,entity.n.01
955, p74/d1383,is,be,ENS,be.v.02
956, p74/d1383,the,the,DEF,O
957, p74/d1383,ranger,ranger,ROL,ranger.n.02
958, p74/d1383,'s,'s,HAS,O
959, p74/d1383,name,name,CON,name.n.01
960, p74/d1383,in,in,REL,O
961, p74/d1383,Yogi~Bear,yogi~bear,NTH,O
962, p74/d1383,cartoons,cartoon,CON,cartoon.n.01
963, p74/d1383,?,?,QUE,O
964, p75/d1837,Tom,tom,PER,male.n.02
965, p75/d1837,was,be,PST,O
966, p75/d1837,impolite,impolite,IST,impolite.a.01
967, p75/d1837,.,.,NIL,O
968, p35/d2285,Tom,tom,PER,male.n.02
969, p35/d2285,loves,love,ENS,love.v.02
970, p35/d2285,to,to,NIL,O
971, p35/d2285,cook,cook,EXS,cook.v.01
972, p35/d2285,.,.,NIL,O
973, p18/d2563,The,the,DEF,O
974, p18/d2563,bathroom,bathroom,CON,bathroom.n.02
975, p18/d2563,is,be,NOW,O
976, p18/d2563,occupied,occupied,IST,occupied.a.01
977, p18/d2563,now,now,NOW,O
978, p18/d2563,.,.,NIL,O
979, p87/d3016,Tom,tom,PER,male.n.02
980, p87/d3016,aimed,aim,EPS,aim.v.01
981, p87/d3016,his,male,HAS,male.n.02
982, p87/d3016,pistol,pistol,CON,pistol.n.01
983, p87/d3016,at,at,REL,O
984, p87/d3016,the,the,DEF,O
985, p87/d3016,target,target,CON,target.n.01
986, p87/d3016,.,.,NIL,O
987, p46/d2387,I,speaker,PRO,O
988, p46/d2387,freaked,freak~out,EPS,freak_out.v.01
989, p46/d2387,out,out,REL,O
990, p46/d2387,and,and,COO,O
991, p46/d2387,started,start,EPS,start.v.02
992, p46/d2387,screaming,scream,EXG,scream.v.01
993, p46/d2387,.,.,NIL,O
994, p87/d1988,He,male,PRO,male.n.02
995, p87/d1988,cracked,crack,EPS,crack.v.06
996, p87/d1988,the,the,DEF,O
997, p87/d1988,walnut,walnut,CON,walnut.n.01
998, p87/d1988,with,with,REL,O
999, p87/d1988,his,male,HAS,male.n.02
1000, p87/d1988,teeth,tooth,CON,tooth.n.01
1001, p87/d1988,.,.,NIL,O
1002, p77/d0903,Tom,tom,PER,male.n.02
1003, p77/d0903,did,do,PST,O
1004, p77/d0903,n't,not,NOT,O
1005, p77/d0903,notice,notice,EXS,notice.v.01
1006, p77/d0903,the,the,DEF,O
1007, p77/d0903,bullet~holes,bullet~hole,CON,bullet_hole.n.01
1008, p77/d0903,in,in,REL,O
1009, p77/d0903,the,the,DEF,O
1010, p77/d0903,wall,wall,CON,wall.n.01
1011, p77/d0903,.,.,NIL,O
1012, p42/d1747,She,female,PRO,female.n.02
1013, p42/d1747,was,be,PST,O
1014, p42/d1747,encouraged,encourage,EXS,encourage.v.02
1015, p42/d1747,by,by,REL,O
1016, p42/d1747,the,the,DEF,O
1017, p42/d1747,news,news,CON,news.n.04
1018, p42/d1747,.,.,NIL,O
1019, p84/d3376,The,the,DEF,O
1020, p84/d3376,donkeys,donkey,CON,donkey.n.02
1021, p84/d3376,were,be,PST,O
1022, p84/d3376,carrying,carry,EXG,carry.v.01
1023, p84/d3376,heavy,heavy,DEG,heavy.a.01
1024, p84/d3376,packs,pack,CON,pack.n.09
1025, p84/d3376,.,.,NIL,O
1026, p36/d1797,I,speaker,PRO,O
1027, p36/d1797,came,come,EPS,come.v.02
1028, p36/d1797,to,to,REL,O
1029, p36/d1797,Japan,japan,GPE,country.n.02
1030, p36/d1797,two,2,QUC,O
1031, p36/d1797,years,year,UOM,year.n.01
1032, p36/d1797,ago,ago,PST,O
1033, p36/d1797,.,.,NIL,O
1034, p14/d1410,No,no,NOT,O
1035, p14/d1410,one,person,CON,person.n.01
1036, p14/d1410,'s,be,NOW,O
1037, p14/d1410,blaming,blame,EXG,blame.v.01
1038, p14/d1410,you,hearer,PRO,O
1039, p14/d1410,.,.,NIL,O
1040, p85/d2122,I,speaker,PRO,O
1041, p85/d2122,played,play,EPS,play.v.01
1042, p85/d2122,tennis,tennis,CON,tennis.n.01
1043, p85/d2122,with,with,REL,O
1044, p85/d2122,Bob,bob,PER,male.n.02
1045, p85/d2122,.,.,NIL,O
1046, p09/d2499,I,speaker,PRO,O
1047, p09/d2499,did,do,PST,O
1048, p09/d2499,n't,not,NOT,O
1049, p09/d2499,unlock,unlock,EXS,unlock.v.01
1050, p09/d2499,that,that,DST,O
1051, p09/d2499,door,door,CON,door.n.01
1052, p09/d2499,.,.,NIL,O
1053, p77/d2724,Tom,tom,PER,male.n.02
1054, p77/d2724,thinks,think,ENS,think.v.01
1055, p77/d2724,I,speaker,PRO,O
1056, p77/d2724,'m,be,NOW,O
1057, p77/d2724,jealous,jealous,IST,jealous.a.01
1058, p77/d2724,.,.,NIL,O
1059, p05/d2460,The,the,DEF,O
1060, p05/d2460,cat,cat,CON,cat.n.01
1061, p05/d2460,is,be,NOW,O
1062, p05/d2460,drinking,drink,EXG,drink.v.01
1063, p05/d2460,your,hearer,HAS,O
1064, p05/d2460,milk,milk,CON,milk.n.01
1065, p05/d2460,.,.,NIL,O
1066, p06/d1898,Everybody,person,AND,person.n.01
1067, p06/d1898,waited,wait,EPS,wait.v.01
1068, p06/d1898,.,.,NIL,O
1069, p72/d0800,Shall,will,FUT,O
1070, p72/d0800,I,speaker,PRO,O
1071, p72/d0800,carry,carry,EXS,carry.v.01
1072, p72/d0800,your,hearer,HAS,O
1073, p72/d0800,coat,coat,CON,coat.n.01
1074, p72/d0800,?,?,QUE,O
1075, p14/d3322,Trang,trang,PER,female.n.02
1076, p14/d3322,needs,need,ENS,need.v.01
1077, p14/d3322,fish~oil,fish~oil,CON,fish_oil.n.01
1078, p14/d3322,.,.,NIL,O
1079, p62/d3443,He,male,PRO,male.n.02
1080, p62/d3443,acted,act,EPS,act.v.02
1081, p62/d3443,like,like,REL,O
1082, p62/d3443,a,a,DIS,O
1083, p62/d3443,lunatic,lunatic,ROL,lunatic.n.01
1084, p62/d3443,.,.,NIL,O
1085, p99/d1513,We,speaker,PRO,O
1086, p99/d1513,sail,sail,EFS,sail.v.01
1087, p99/d1513,for,for,REL,O
1088, p99/d1513,San~Francisco,san~francisco,GPE,city.n.01
1089, p99/d1513,on,on,REL,O
1090, p99/d1513,Monday,monday,DOW,O
1091, p99/d1513,.,.,NIL,O
1092, p42/d2916,Everybody,person,AND,person.n.01
1093, p42/d2916,loves,love,ENS,love.v.01
1094, p42/d2916,my,speaker,HAS,O
1095, p42/d2916,cat,cat,CON,cat.n.01
1096, p42/d2916,.,.,NIL,O
1097, p88/d3522,How,how,QUE,O
1098, p88/d3522,many,+,QUV,O
1099, p88/d3522,people,person,CON,person.n.01
1100, p88/d3522,have,have,NOW,O
1101, p88/d3522,died,die,EXT,die.v.01
1102, p88/d3522,?,?,QUE,O
1103, p27/d1798,Did,do,PST,O
1104, p27/d1798,you,hearer,PRO,O
1105, p27/d1798,hurt,hurt,EXS,hurt.v.02
1106, p27/d1798,yourself,hearer,REF,O
1107, p27/d1798,?,?,QUE,O
1108, p97/d2473,I,speaker,PRO,O
1109, p97/d2473,'m,be,NOW,O
1110, p97/d2473,a,a,DIS,O
1111, p97/d2473,bit,-,QUV,O
1112, p97/d2473,groggy,groggy,IST,groggy.a.01
1113, p97/d2473,.,.,NIL,O
1114, p63/d3034,Someone,person,DIS,person.n.01
1115, p63/d3034,tapped,tap,EPS,tap.v.03
1116, p63/d3034,me,speaker,PRO,O
1117, p63/d3034,on,on,REL,O
1118, p63/d3034,the,the,DEF,O
1119, p63/d3034,shoulder,shoulder,CON,shoulder.n.01
1120, p63/d3034,.,.,NIL,O
1121, p03/d2977,This,this,PRX,O
1122, p03/d2977,CD,cd,CON,cd.n.04
1123, p03/d2977,costs,cost,ENS,cost.n.01
1124, p03/d2977,ten,10,QUC,O
1125, p03/d2977,dollars,dollar,UOM,dollar.n.01
1126, p03/d2977,.,.,NIL,O
1127, p45/d2640,Tom~Jackson,tom~jackson,PER,male.n.02
1128, p45/d2640,lost,lose,EPS,lose.v.02
1129, p45/d2640,the,the,DEF,O
1130, p45/d2640,election,election,CON,election.n.01
1131, p45/d2640,.,.,NIL,O
1132, p28/d2332,Tom,tom,PER,male.n.02
1133, p28/d2332,is,be,NOW,O
1134, p28/d2332,impolite,impolite,IST,impolite.a.01
1135, p28/d2332,.,.,NIL,O
1136, p86/d2862,There,there,NIL,O
1137, p86/d2862,was,be,EPS,be.v.03
1138, p86/d2862,much,+,QUV,O
1139, p86/d2862,food,food,CON,food.n.02
1140, p86/d2862,in,in,REL,O
1141, p86/d2862,the,the,DEF,O
1142, p86/d2862,house,house,CON,house.n.01
1143, p86/d2862,.,.,NIL,O
1144, p29/d2780,The,the,DEF,O
1145, p29/d2780,boy,boy,CON,boy.n.01
1146, p29/d2780,has,have,NOW,O
1147, p29/d2780,taken,take~away,EXT,take_away.v.04
1148, p29/d2780,the,the,DEF,O
1149, p29/d2780,toy,toy,CON,toy.n.01
1150, p29/d2780,away,away,REL,O
1151, p29/d2780,from,from,REL,O
1152, p29/d2780,his,male,HAS,male.n.02
1153, p29/d2780,little~sister,little~sister,ROL,little_sister.n.01
1154, p29/d2780,.,.,NIL,O
1155, p56/d1383,What,entity,QUE,entity.n.01
1156, p56/d1383,war,war,CON,war.n.01
1157, p56/d1383,is,be,NOW,O
1158, p56/d1383,connected,connect,EXS,connect.v.02
1159, p56/d1383,with,with,REL,O
1160, p56/d1383,the,the,DEF,O
1161, p56/d1383,book,book,CON,book.n.01
1162, p56/d1383,"""","""",NIL,O
1163, p56/d1383,Charge~of~the~Light~Brigade,charge~of~the~light~brigade,LIT,O
1164, p56/d1383,"""","""",NIL,O
1165, p56/d1383,?,?,QUE,O
1166, p17/d3003,I,speaker,PRO,O
1167, p17/d3003,bought,buy,EPS,buy.v.01
1168, p17/d3003,the,the,DEF,O
1169, p17/d3003,book,book,CON,book.n.02
1170, p17/d3003,yesterday,day,PST,O
1171, p17/d3003,.,.,NIL,O
1172, p02/d2467,The,the,DEF,O
1173, p02/d2467,boat,boat,CON,boat.n.01
1174, p02/d2467,was,be,PST,O
1175, p02/d2467,tied,tie,EXS,tie.v.01
1176, p02/d2467,to,to,REL,O
1177, p02/d2467,the,the,DEF,O
1178, p02/d2467,shore,shore,CON,O
1179, p02/d2467,by,by,REL,O
1180, p02/d2467,a,a,DIS,O
1181, p02/d2467,cable,cable,CON,cable.n.03
1182, p02/d2467,.,.,NIL,O
1183, p53/d2743,Whenever,whenever,IMP,O
1184, p53/d2743,Tom,tom,PER,male.n.02
1185, p53/d2743,comes,come,ENS,come.v.02
1186, p53/d2743,to,to,REL,O
1187, p53/d2743,Boston,boston,GPE,city.n.01
1188, p53/d2743,",",",",NIL,O
1189, p53/d2743,he,male,PRO,male.n.02
1190, p53/d2743,stays,stay,ENS,stay.v.03
1191, p53/d2743,at,at,REL,O
1192, p53/d2743,our,speaker,HAS,O
1193, p53/d2743,place,place,CON,place.n.07
1194, p53/d2743,.,.,NIL,O
1195, p82/d0716,Johann~Wolfgang~von~Goethe,johann~wolfgang~von~goethe,PER,male.n.02
1196, p82/d0716,was,be,PST,O
1197, p82/d0716,born,bear,EXS,bear.v.02
1198, p82/d0716,in,in,REL,O
1199, p82/d0716,Germany,germany,GPE,country.n.02
1200, p82/d0716,.,.,NIL,O
1201, p06/d0927,Mary,mary,PER,female.n.02
1202, p06/d0927,is,be,NOW,O
1203, p06/d0927,wearing,wear,EXG,wear.v.01
1204, p06/d0927,a,a,DIS,O
1205, p06/d0927,plastic,plastic,CON,plastic.n.01
1206, p06/d0927,dress,dress,CON,dress.n.01
1207, p06/d0927,.,.,NIL,O
1208, p02/d1800,With,with,REL,O
1209, p02/d1800,whom,person,QUE,person.n.01
1210, p02/d1800,am,be,NOW,O
1211, p02/d1800,I,speaker,PRO,O
1212, p02/d1800,speaking,speak,EXG,speak.v.02
1213, p02/d1800,?,?,QUE,O
1214, p07/d2341,I,speaker,PRO,O
1215, p07/d2341,'m,be,NOW,O
1216, p07/d2341,used,used~to,IST,used_to.a.01
1217, p07/d2341,to,to,REL,O
1218, p07/d2341,the,the,DEF,O
1219, p07/d2341,dark,dark,CON,dark.n.01
1220, p07/d2341,.,.,NIL,O
1221, p17/d3523,I,speaker,PRO,O
1222, p17/d3523,was,be,PST,O
1223, p17/d3523,afraid,afraid,IST,afraid.a.01
1224, p17/d3523,of,of,REL,O
1225, p17/d3523,my,speaker,HAS,O
1226, p17/d3523,father,father,ROL,father.n.01
1227, p17/d3523,.,.,NIL,O
1228, p88/d0942,There,there,NIL,O
1229, p88/d0942,is,be,ENS,be.v.03
1230, p88/d0942,some,some,DIS,O
1231, p88/d0942,milk,milk,CON,milk.n.01
1232, p88/d0942,in,in,REL,O
1233, p88/d0942,the,the,DEF,O
1234, p88/d0942,fridge,fridge,CON,fridge.n.01
