,sentence,word,sense,context,sym_context,sem_context,sns_context
105, p10/d0802,wants,want.v.03,"['He', 'wants', 'the', 'money', '.']","['male', 'want', 'the', 'money', '.']","['PRO', 'ENS', 'DEF', 'CON', 'NIL']","['male.n.02', 'want.v.03', 'O', 'money.n.01', 'O']"
106, p30/d2898,Keeping,keep.v.20,"['Keeping', 'a', 'car', 'is']","['keep', 'a', 'car', 'be', 'a']","['EXG', 'DIS', 'CON', 'ENS', 'DIS']","['keep.v.20', 'O', 'car.n.01', 'be.v.01', 'O']"
107, p30/d2898,car,car.n.01,"['Keeping', 'a', 'car', 'is', 'a', 'considerable']","['keep', 'a', 'car', 'be', 'a', 'considerable']","['EXG', 'DIS', 'CON', 'ENS', 'DIS', 'IST']","['keep.v.20', 'O', 'car.n.01', 'be.v.01', 'O', 'considerable.a.01']"
108, p30/d2898,is,be.v.01,"['Keeping', 'a', 'car', 'is', 'a', 'considerable', 'expense']","['keep', 'a', 'car', 'be', 'a', 'considerable', 'expense']","['EXG', 'DIS', 'CON', 'ENS', 'DIS', 'IST', 'CON']","['keep.v.20', 'O', 'car.n.01', 'be.v.01', 'O', 'considerable.a.01', 'expense.n.01']"
109, p30/d2898,considerable,considerable.a.01,"['car', 'is', 'a', 'considerable', 'expense', '.']","['a', 'car', 'be', 'a', 'considerable', 'expense', '.']","['DIS', 'CON', 'ENS', 'DIS', 'IST', 'CON', 'NIL']","['O', 'car.n.01', 'be.v.01', 'O', 'considerable.a.01', 'expense.n.01', 'O']"
110, p30/d3436,father,father.n.01,"['My', 'father', 'died', 'five', 'years']","['speaker', 'father', 'die', '5', 'year']","['HAS', 'ROL', 'EPS', 'QUC', 'UOM']","['O', 'father.n.01', 'die.v.01', 'O', 'year.n.01']"
111, p30/d3436,died,die.v.01,"['My', 'father', 'died', 'five', 'years', 'ago']","['speaker', 'father', 'die', '5', 'year', 'ago']","['HAS', 'ROL', 'EPS', 'QUC', 'UOM', 'PST']","['O', 'father.n.01', 'die.v.01', 'O', 'year.n.01', 'O']"
112, p30/d3436,years,year.n.01,"['father', 'died', 'five', 'years', 'ago', '.']","['father', 'die', '5', 'year', 'ago', '.']","['ROL', 'EPS', 'QUC', 'UOM', 'PST', 'NIL']","['father.n.01', 'die.v.01', 'O', 'year.n.01', 'O', 'O']"
113, p00/d1693,jokes,joke.n.01,"['Your', 'jokes', 'are', ""n't"", 'funny']","['hearer', 'joke', 'be', 'not', 'funny']","['HAS', 'CON', 'NOW', 'NOT', 'IST']","['O', 'joke.n.01', 'O', 'O', 'funny.a.01']"
114, p20/d2859,Who,person.n.01,"['Who', ""'s"", 'your', 'favorite']","['person', 'be', 'hearer', 'favorite']","['QUE', 'ENS', 'HAS', 'TOP']","['person.n.01', 'be.v.02', 'O', 'favorite.a.02']"
115, p20/d2859,'s,be.v.02,"['Who', ""'s"", 'your', 'favorite', 'painter']","['person', 'be', 'hearer', 'favorite', 'painter']","['QUE', 'ENS', 'HAS', 'TOP', 'ROL']","['person.n.01', 'be.v.02', 'O', 'favorite.a.02', 'painter.n.01']"
116, p20/d2859,favorite,favorite.a.02,"['Who', ""'s"", 'your', 'favorite', 'painter', '?']","['person', 'be', 'hearer', 'favorite', 'painter', '?']","['QUE', 'ENS', 'HAS', 'TOP', 'ROL', 'QUE']","['person.n.01', 'be.v.02', 'O', 'favorite.a.02', 'painter.n.01', 'O']"
117, p30/d2999,Everybody,person.n.01,"['Everybody', 'wants', 'something', '.']","['person', 'want', 'entity', '.']","['AND', 'ENS', 'DIS', 'NIL']","['person.n.01', 'want.v.01', 'entity.n.01', 'O']"
118, p30/d2999,wants,want.v.01,"['Everybody', 'wants', 'something', '.']","['person', 'want', 'entity', '.']","['AND', 'ENS', 'DIS', 'NIL']","['person.n.01', 'want.v.01', 'entity.n.01', 'O']"
119, p00/d3187,Tom,male.n.02,"['Tom', 'is', 'very', 'polite']","['tom', 'be', 'very', 'polite']","['PER', 'NOW', 'INT', 'DEG']","['male.n.02', 'O', 'very.r.01', 'polite.a.01']"
120, p00/d3187,very,very.r.01,"['Tom', 'is', 'very', 'polite', '.']","['tom', 'be', 'very', 'polite', '.']","['PER', 'NOW', 'INT', 'DEG', 'NIL']","['male.n.02', 'O', 'very.r.01', 'polite.a.01', 'O']"
121, p10/d2688,magazines,magazine.n.02,"['How', 'many', 'magazines', 'are', 'on', 'the']","['how', '?', 'magazine', 'be', 'on', 'the']","['QUE', 'QUV', 'CON', 'ENS', 'REL', 'DEF']","['O', 'O', 'magazine.n.02', 'be.v.03', 'O', 'O']"
122, p10/d2688,are,be.v.03,"['How', 'many', 'magazines', 'are', 'on', 'the', 'desk']","['how', '?', 'magazine', 'be', 'on', 'the', 'desk']","['QUE', 'QUV', 'CON', 'ENS', 'REL', 'DEF', 'CON']","['O', 'O', 'magazine.n.02', 'be.v.03', 'O', 'O', 'desk.n.01']"
123, p00/d0798,It,entity.n.01,"['It', 'took', 'me', 'two']","['entity', 'take', 'speaker', '2']","['NIL', 'EPS', 'PRO', 'QUC']","['entity.n.01', 'take.v.02', 'O', 'O']"
124, p00/d0798,took,take.v.02,"['It', 'took', 'me', 'two', 'hours']","['entity', 'take', 'speaker', '2', 'hour']","['NIL', 'EPS', 'PRO', 'QUC', 'UOM']","['entity.n.01', 'take.v.02', 'O', 'O', 'hour.n.01']"
125, p00/d0798,hours,hour.n.01,"['took', 'me', 'two', 'hours', 'to', 'memorize', 'this']","['take', 'speaker', '2', 'hour', 'to', 'memorize', 'entity']","['EPS', 'PRO', 'QUC', 'UOM', 'NIL', 'EXS', 'PRX']","['take.v.02', 'O', 'O', 'hour.n.01', 'O', 'memorize.v.01', 'entity.n.01']"
126, p00/d0798,memorize,memorize.v.01,"['two', 'hours', 'to', 'memorize', 'this', 'sentence', '.']","['2', 'hour', 'to', 'memorize', 'entity', 'sentence', '.']","['QUC', 'UOM', 'NIL', 'EXS', 'PRX', 'CON', 'NIL']","['O', 'hour.n.01', 'O', 'memorize.v.01', 'entity.n.01', 'sentence.n.01', 'O']"
127, p00/d0798,this,entity.n.01,"['hours', 'to', 'memorize', 'this', 'sentence', '.']","['hour', 'to', 'memorize', 'entity', 'sentence', '.']","['UOM', 'NIL', 'EXS', 'PRX', 'CON', 'NIL']","['hour.n.01', 'O', 'memorize.v.01', 'entity.n.01', 'sentence.n.01', 'O']"
128, p00/d3037,He,male.n.02,"['He', 'called', 'his', 'mother']","['male', 'call~up', 'male', 'mother']","['PRO', 'EPS', 'HAS', 'ROL']","['male.n.02', 'call_up.v.02', 'male.n.02', 'mother.n.01']"
129, p00/d3037,called,call_up.v.02,"['He', 'called', 'his', 'mother', 'up']","['male', 'call~up', 'male', 'mother', 'up']","['PRO', 'EPS', 'HAS', 'ROL', 'REL']","['male.n.02', 'call_up.v.02', 'male.n.02', 'mother.n.01', 'O']"
130, p00/d3037,his,male.n.02,"['He', 'called', 'his', 'mother', 'up', 'from']","['male', 'call~up', 'male', 'mother', 'up', 'from']","['PRO', 'EPS', 'HAS', 'ROL', 'REL', 'REL']","['male.n.02', 'call_up.v.02', 'male.n.02', 'mother.n.01', 'O', 'O']"
131, p00/d3037,mother,mother.n.01,"['He', 'called', 'his', 'mother', 'up', 'from', 'the']","['male', 'call~up', 'male', 'mother', 'up', 'from', 'the']","['PRO', 'EPS', 'HAS', 'ROL', 'REL', 'REL', 'DEF']","['male.n.02', 'call_up.v.02', 'male.n.02', 'mother.n.01', 'O', 'O', 'O']"
132, p00/d1461,Everyone,person.n.01,"['Everyone', ""'s"", 'eating', '.']","['person', 'be', 'eat', '.']","['AND', 'NOW', 'EXG', 'NIL']","['person.n.01', 'O', 'eat.v.02', 'O']"
133, p00/d2315,they,person.n.01,"['Are', 'they', 'live', '?']","['be', 'person', 'live', '?']","['NOW', 'PRO', 'IST', 'QUE']","['O', 'person.n.01', 'live.a.01', 'O']"
134, p00/d2984,This,entity.n.01,"['This', 'is', 'exciting', '.']","['entity', 'be', 'exciting', '.']","['PRX', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'exciting.a.01', 'O']"
135, p00/d2468,Tom,male.n.02,"['Tom', 'has', 'bought', 'a']","['tom', 'have', 'buy', 'a', 'have']","['PER', 'NOW', 'EXT', 'DIS', 'ENS']","['male.n.02', 'O', 'buy.v.01', 'O', 'have.v.02']"
136, p00/d2468,bought,buy.v.01,"['Tom', 'has', 'bought', 'a', 'house', 'which']","['tom', 'have', 'buy', 'a', 'house', 'which', 'have']","['PER', 'NOW', 'EXT', 'DIS', 'CON', 'REL', 'ENS']","['male.n.02', 'O', 'buy.v.01', 'O', 'house.n.01', 'O', 'have.v.02']"
137, p00/d2468,house,house.n.01,"['has', 'bought', 'a', 'house', 'which', 'has', 'six']","['have', 'buy', 'a', 'house', 'which', 'have', '6']","['NOW', 'EXT', 'DIS', 'CON', 'REL', 'ENS', 'QUC']","['O', 'buy.v.01', 'O', 'house.n.01', 'O', 'have.v.02', 'O']"
138, p00/d1916,lied,lie.v.05,"['You', 'lied', 'to', 'me', '!']","['hearer', 'lie', 'to', 'speaker', '!']","['PRO', 'EPS', 'REL', 'PRO', 'EMP']","['O', 'lie.v.05', 'O', 'O', 'O']"
139, p10/d1821,Tom,male.n.02,"['Tom', 'loves', 'chocolate~cake', '.']","['tom', 'love', 'chocolate~cake', '.']","['PER', 'ENS', 'CON', 'NIL']","['male.n.02', 'love.v.01', 'chocolate_cake.n.01', 'O']"
140, p10/d1821,loves,love.v.01,"['Tom', 'loves', 'chocolate~cake', '.']","['tom', 'love', 'chocolate~cake', '.']","['PER', 'ENS', 'CON', 'NIL']","['male.n.02', 'love.v.01', 'chocolate_cake.n.01', 'O']"
141, p20/d1191,people,person.n.01,"['Some', '2,000', 'people', 'are', 'currently', 'employed']","['some', '2000', 'person', 'be', 'currently', 'employ']","['APX', 'QUC', 'CON', 'NOW', 'NOW', 'EXS']","['O', 'O', 'person.n.01', 'O', 'O', 'employ.v.02']"
142, p20/d1191,employed,employ.v.02,"['people', 'are', 'currently', 'employed', 'at', 'the', 'Suzano']","['person', 'be', 'currently', 'employ', 'at', 'the', 'suzano']","['CON', 'NOW', 'NOW', 'EXS', 'REL', 'DEF', 'GEO']","['person.n.01', 'O', 'O', 'employ.v.02', 'O', 'O', 'geographical_area.n.01']"
143, p20/d1191,Suzano,geographical_area.n.01,"['employed', 'at', 'the', 'Suzano', 'industrial~park', '.']","['employ', 'at', 'the', 'suzano', 'industrial~park', '.']","['EXS', 'REL', 'DEF', 'GEO', 'CON', 'NIL']","['employ.v.02', 'O', 'O', 'geographical_area.n.01', 'industrial_park.n.01', 'O']"
144, p00/d1741,plan,plan.n.01,"['My', 'plan', 'worked', '.']","['speaker', 'plan', 'work', '.']","['HAS', 'CON', 'EPS', 'NIL']","['O', 'plan.n.01', 'work.v.03', 'O']"
145, p10/d2312,Tom,male.n.02,"['Tom', 'put', 'his', 'pistol']","['tom', 'put', 'male', 'pistol', 'male']","['PER', 'EPS', 'HAS', 'CON', 'HAS']","['male.n.02', 'put.v.01', 'male.n.02', 'pistol.n.01', 'male.n.02']"
146, p10/d2312,put,put.v.01,"['Tom', 'put', 'his', 'pistol', 'under']","['tom', 'put', 'male', 'pistol', 'under', 'male']","['PER', 'EPS', 'HAS', 'CON', 'REL', 'HAS']","['male.n.02', 'put.v.01', 'male.n.02', 'pistol.n.01', 'O', 'male.n.02']"
147, p10/d2312,his,male.n.02,"['Tom', 'put', 'his', 'pistol', 'under', 'his']","['tom', 'put', 'male', 'pistol', 'under', 'male']","['PER', 'EPS', 'HAS', 'CON', 'REL', 'HAS']","['male.n.02', 'put.v.01', 'male.n.02', 'pistol.n.01', 'O', 'male.n.02']"
148, p10/d2312,pistol,pistol.n.01,"['Tom', 'put', 'his', 'pistol', 'under', 'his', 'pillow']","['tom', 'put', 'male', 'pistol', 'under', 'male', 'pillow']","['PER', 'EPS', 'HAS', 'CON', 'REL', 'HAS', 'CON']","['male.n.02', 'put.v.01', 'male.n.02', 'pistol.n.01', 'O', 'male.n.02', 'pillow.n.01']"
149, p10/d2312,his,male.n.02,"['his', 'pistol', 'under', 'his', 'pillow', '.']","['male', 'pistol', 'under', 'male', 'pillow', '.']","['HAS', 'CON', 'REL', 'HAS', 'CON', 'NIL']","['male.n.02', 'pistol.n.01', 'O', 'male.n.02', 'pillow.n.01', 'O']"
150, p00/d2428,Tom,male.n.02,"['Tom', 'is', 'ready', '.']","['tom', 'be', 'ready', '.']","['PER', 'NOW', 'IST', 'NIL']","['male.n.02', 'O', 'ready.a.01', 'O']"
151, p00/d2721,politician,politician.n.01,"['That', 'politician', 'is', 'an', 'old']","['that', 'politician', 'be', 'an', 'old']","['DST', 'ROL', 'ENS', 'DIS', 'IST']","['O', 'politician.n.01', 'be.v.01', 'O', 'old.a.04']"
152, p00/d2721,is,be.v.01,"['That', 'politician', 'is', 'an', 'old', 'fox']","['that', 'politician', 'be', 'an', 'old', 'fox']","['DST', 'ROL', 'ENS', 'DIS', 'IST', 'ROL']","['O', 'politician.n.01', 'be.v.01', 'O', 'old.a.04', 'fox.n.02']"
153, p00/d2721,old,old.a.04,"['politician', 'is', 'an', 'old', 'fox', '.']","['politician', 'be', 'an', 'old', 'fox', '.']","['ROL', 'ENS', 'DIS', 'IST', 'ROL', 'NIL']","['politician.n.01', 'be.v.01', 'O', 'old.a.04', 'fox.n.02', 'O']"
154, p10/d2032,told,tell.v.03,"['I', 'told', 'him', 'everything', '.']","['speaker', 'tell', 'male', 'entity', '.']","['PRO', 'EPS', 'PRO', 'AND', 'NIL']","['O', 'tell.v.03', 'male.n.02', 'entity.n.01', 'O']"
155, p10/d2032,him,male.n.02,"['I', 'told', 'him', 'everything', '.']","['speaker', 'tell', 'male', 'entity', '.']","['PRO', 'EPS', 'PRO', 'AND', 'NIL']","['O', 'tell.v.03', 'male.n.02', 'entity.n.01', 'O']"
156, p20/d3257,bugs,bug.n.02,"['Some', 'bugs', 'were', 'fixed', '.']","['some', 'bug', 'be', 'fix', '.']","['DIS', 'CON', 'PST', 'EXS', 'NIL']","['O', 'bug.n.02', 'O', 'fix.v.01', 'O']"
157, p20/d1819,Tom,male.n.02,"['Tom', 'and', 'Mary', 'both']","['tom', 'and', 'mary', 'both']","['PER', 'GRP', 'PER', 'AND']","['male.n.02', 'O', 'female.n.02', 'O']"
158, p20/d1819,Mary,female.n.02,"['Tom', 'and', 'Mary', 'both', 'laughed', '.']","['tom', 'and', 'mary', 'both', 'laugh', '.']","['PER', 'GRP', 'PER', 'AND', 'EPS', 'NIL']","['male.n.02', 'O', 'female.n.02', 'O', 'laugh.v.01', 'O']"
159, p10/d2554,Tom,male.n.02,"['Tom', 'deposited', 'some', 'money']","['tom', 'deposit', 'some', 'money']","['PER', 'EPS', 'DIS', 'CON']","['male.n.02', 'deposit.v.02', 'O', 'money.n.01']"
160, p10/d2554,deposited,deposit.v.02,"['Tom', 'deposited', 'some', 'money', 'in']","['tom', 'deposit', 'some', 'money', 'in']","['PER', 'EPS', 'DIS', 'CON', 'REL']","['male.n.02', 'deposit.v.02', 'O', 'money.n.01', 'O']"
161, p10/d2554,money,money.n.01,"['Tom', 'deposited', 'some', 'money', 'in', 'the', 'bank']","['tom', 'deposit', 'some', 'money', 'in', 'the', 'bank']","['PER', 'EPS', 'DIS', 'CON', 'REL', 'DEF', 'CON']","['male.n.02', 'deposit.v.02', 'O', 'money.n.01', 'O', 'O', 'bank.n.02']"
162, p30/d2724,blue,blue.a.01,"['How', 'blue', 'the', 'sky', 'is']","['how', 'blue', 'the', 'sky', 'be']","['EMP', 'COL', 'DEF', 'CON', 'NOW']","['O', 'blue.a.01', 'O', 'sky.n.01', 'O']"
163, p30/d2724,sky,sky.n.01,"['How', 'blue', 'the', 'sky', 'is', '!']","['how', 'blue', 'the', 'sky', 'be', '!']","['EMP', 'COL', 'DEF', 'CON', 'NOW', 'EMP']","['O', 'blue.a.01', 'O', 'sky.n.01', 'O', 'O']"
164, p00/d0856,Who,person.n.01,"['Who', 'is', 'he', '?']","['person', 'be', 'male', '?']","['QUE', 'ENS', 'PRO', 'QUE']","['person.n.01', 'be.v.02', 'male.n.02', 'O']"
165, p00/d0856,is,be.v.02,"['Who', 'is', 'he', '?']","['person', 'be', 'male', '?']","['QUE', 'ENS', 'PRO', 'QUE']","['person.n.01', 'be.v.02', 'male.n.02', 'O']"
166, p00/d2977,watching,watch.v.03,"['You', 'are', 'not', 'watching', 'TV', 'now', '.']","['hearer', 'be', 'not', 'watch', 'tv', 'now', '.']","['PRO', 'NOW', 'NOT', 'EXG', 'CON', 'NOW', 'NIL']","['O', 'O', 'O', 'watch.v.03', 'tv.n.01', 'O', 'O']"
167, p00/d2977,TV,tv.n.01,"['are', 'not', 'watching', 'TV', 'now', '.']","['be', 'not', 'watch', 'tv', 'now', '.']","['NOW', 'NOT', 'EXG', 'CON', 'NOW', 'NIL']","['O', 'O', 'watch.v.03', 'tv.n.01', 'O', 'O']"
168, p20/d1616,Tom,male.n.02,"['Tom', 'is', 'playing', 'poker']","['tom', 'be', 'play', 'poker']","['PER', 'NOW', 'EXG', 'CON']","['male.n.02', 'O', 'play.v.01', 'poker.n.02']"
169, p20/d1616,playing,play.v.01,"['Tom', 'is', 'playing', 'poker', 'with', 'his']","['tom', 'be', 'play', 'poker', 'with', 'male']","['PER', 'NOW', 'EXG', 'CON', 'REL', 'HAS']","['male.n.02', 'O', 'play.v.01', 'poker.n.02', 'O', 'male.n.02']"
170, p20/d1616,poker,poker.n.02,"['Tom', 'is', 'playing', 'poker', 'with', 'his', 'friends']","['tom', 'be', 'play', 'poker', 'with', 'male', 'friend']","['PER', 'NOW', 'EXG', 'CON', 'REL', 'HAS', 'ROL']","['male.n.02', 'O', 'play.v.01', 'poker.n.02', 'O', 'male.n.02', 'friend.n.01']"
171, p20/d1616,his,male.n.02,"['playing', 'poker', 'with', 'his', 'friends', '.']","['play', 'poker', 'with', 'male', 'friend', '.']","['EXG', 'CON', 'REL', 'HAS', 'ROL', 'NIL']","['play.v.01', 'poker.n.02', 'O', 'male.n.02', 'friend.n.01', 'O']"
172, p00/d1589,Mary,female.n.02,"['Mary', 'just', 'left', '.']","['mary', 'just', 'leave', '.']","['PER', 'PST', 'EPS', 'NIL']","['female.n.02', 'O', 'leave.v.01', 'O']"
173, p30/d0895,wounded,wounded.n.01,"['The', 'wounded', 'were', 'transported', 'with']","['the', 'wounded', 'be', 'transport', 'with']","['DEF', 'ROL', 'PST', 'EXS', 'REL']","['O', 'wounded.n.01', 'O', 'transport.v.01', 'O']"
174, p30/d0895,transported,transport.v.01,"['The', 'wounded', 'were', 'transported', 'with', 'an', 'ambulance']","['the', 'wounded', 'be', 'transport', 'with', 'an', 'ambulance']","['DEF', 'ROL', 'PST', 'EXS', 'REL', 'DIS', 'CON']","['O', 'wounded.n.01', 'O', 'transport.v.01', 'O', 'O', 'ambulance.n.01']"
175, p00/d3148,Tom,male.n.02,"['Tom', 'ripped', 'you', 'off']","['tom', 'rip~off', 'hearer', 'off']","['PER', 'EPS', 'PRO', 'REL']","['male.n.02', 'rip_off.v.01', 'O', 'O']"
176, p00/d3148,ripped,rip_off.v.01,"['Tom', 'ripped', 'you', 'off', '.']","['tom', 'rip~off', 'hearer', 'off', '.']","['PER', 'EPS', 'PRO', 'REL', 'NIL']","['male.n.02', 'rip_off.v.01', 'O', 'O', 'O']"
177, p20/d1970,author,author.n.01,"['Every', 'author', 'suffers', 'from', ""writer's~block""]","['every', 'author', 'suffer', 'from', ""writer's~block""]","['AND', 'ROL', 'ENS', 'REL', 'CON']","['O', 'author.n.01', 'suffer.v.02', 'O', ""writer's_block.n.01""]"
178, p20/d1970,suffers,suffer.v.02,"['Every', 'author', 'suffers', 'from', ""writer's~block"", 'from~time~to~time']","['every', 'author', 'suffer', 'from', ""writer's~block"", 'from~time~to~time']","['AND', 'ROL', 'ENS', 'REL', 'CON', 'IST']","['O', 'author.n.01', 'suffer.v.02', 'O', ""writer's_block.n.01"", 'from_time_to_time.r.01']"
179, p20/d1970,writer's~block,writer's_block.n.01,"['author', 'suffers', 'from', ""writer's~block"", 'from~time~to~time', '.']","['author', 'suffer', 'from', ""writer's~block"", 'from~time~to~time', '.']","['ROL', 'ENS', 'REL', 'CON', 'IST', 'NIL']","['author.n.01', 'suffer.v.02', 'O', ""writer's_block.n.01"", 'from_time_to_time.r.01', 'O']"
180, p00/d0760,Bountiful,vehicle.n.01,"['Bountiful', 'reached', 'San~Francisco', 'on']","['bountiful', 'reach', 'san~francisco', 'on']","['ART', 'EPS', 'GPE', 'REL']","['vehicle.n.01', 'reach.v.01', 'city.n.01', 'O']"
181, p00/d0760,reached,reach.v.01,"['Bountiful', 'reached', 'San~Francisco', 'on', '1']","['bountiful', 'reach', 'san~francisco', 'on', '1']","['ART', 'EPS', 'GPE', 'REL', 'DOM']","['vehicle.n.01', 'reach.v.01', 'city.n.01', 'O', 'O']"
182, p00/d0760,San~Francisco,city.n.01,"['Bountiful', 'reached', 'San~Francisco', 'on', '1', 'November']","['bountiful', 'reach', 'san~francisco', 'on', '1', 'november']","['ART', 'EPS', 'GPE', 'REL', 'DOM', 'MOY']","['vehicle.n.01', 'reach.v.01', 'city.n.01', 'O', 'O', 'O']"
183, p10/d0848,She,female.n.02,"['She', 'wrinkled', 'her', 'brows']","['female', 'wrinkle', 'female', 'brow']","['PRO', 'EPS', 'HAS', 'CON']","['female.n.02', 'wrinkle.v.03', 'female.n.02', 'brow.n.02']"
184, p10/d0848,wrinkled,wrinkle.v.03,"['She', 'wrinkled', 'her', 'brows', '.']","['female', 'wrinkle', 'female', 'brow', '.']","['PRO', 'EPS', 'HAS', 'CON', 'NIL']","['female.n.02', 'wrinkle.v.03', 'female.n.02', 'brow.n.02', 'O']"
185, p10/d0848,her,female.n.02,"['She', 'wrinkled', 'her', 'brows', '.']","['female', 'wrinkle', 'female', 'brow', '.']","['PRO', 'EPS', 'HAS', 'CON', 'NIL']","['female.n.02', 'wrinkle.v.03', 'female.n.02', 'brow.n.02', 'O']"
186, p00/d0874,plus,plus.n.02,"['One', 'plus', 'two', 'is', 'equal']","['1', 'plus', '2', 'be', 'equal']","['QUC', 'CON', 'QUC', 'NIL', 'IST']","['O', 'plus.n.02', 'O', 'O', 'equal.a.01']"
187, p00/d0874,equal,equal.a.01,"['plus', 'two', 'is', 'equal', 'to', 'three', '.']","['plus', '2', 'be', 'equal', 'to', '3', '.']","['CON', 'QUC', 'NIL', 'IST', 'REL', 'QUC', 'NIL']","['plus.n.02', 'O', 'O', 'equal.a.01', 'O', 'O', 'O']"
188, p00/d1633,She,female.n.02,"['She', 'has', 'two~thousand', 'books']","['female', 'have', '2000', 'book']","['PRO', 'ENS', 'QUC', 'CON']","['female.n.02', 'have.v.01', 'O', 'book.n.01']"
189, p00/d1633,has,have.v.01,"['She', 'has', 'two~thousand', 'books', '.']","['female', 'have', '2000', 'book', '.']","['PRO', 'ENS', 'QUC', 'CON', 'NIL']","['female.n.02', 'have.v.01', 'O', 'book.n.01', 'O']"
190, p00/d3051,Tom,male.n.02,"['Tom', 'started', 'walking', '.']","['tom', 'start', 'walk', '.']","['PER', 'EPS', 'EXG', 'NIL']","['male.n.02', 'start.v.01', 'walk.v.01', 'O']"
191, p00/d3051,started,start.v.01,"['Tom', 'started', 'walking', '.']","['tom', 'start', 'walk', '.']","['PER', 'EPS', 'EXG', 'NIL']","['male.n.02', 'start.v.01', 'walk.v.01', 'O']"
192, p30/d1734,Tom,male.n.02,"['Tom', 'threw', 'a', 'snowball']","['tom', 'throw', 'a', 'snowball']","['PER', 'EPS', 'DIS', 'CON']","['male.n.02', 'throw.v.01', 'O', 'snowball.n.04']"
193, p30/d1734,threw,throw.v.01,"['Tom', 'threw', 'a', 'snowball', 'at']","['tom', 'throw', 'a', 'snowball', 'at']","['PER', 'EPS', 'DIS', 'CON', 'REL']","['male.n.02', 'throw.v.01', 'O', 'snowball.n.04', 'O']"
194, p30/d1734,snowball,snowball.n.04,"['Tom', 'threw', 'a', 'snowball', 'at', 'Mary', '.']","['tom', 'throw', 'a', 'snowball', 'at', 'mary', '.']","['PER', 'EPS', 'DIS', 'CON', 'REL', 'PER', 'NIL']","['male.n.02', 'throw.v.01', 'O', 'snowball.n.04', 'O', 'female.n.02', 'O']"
195, p30/d1606,go,go.v.01,"['Let', ""'s"", 'go', 'to', 'the', 'theater']","['let', 'speaker', 'go', 'to', 'the', 'theater']","['FUT', 'PRO', 'EXS', 'REL', 'DEF', 'CON']","['O', 'O', 'go.v.01', 'O', 'O', 'theater.n.01']"
196, p30/d1606,theater,theater.n.01,"['go', 'to', 'the', 'theater', 'together', '.']","['go', 'to', 'the', 'theater', 'together', '.']","['EXS', 'REL', 'DEF', 'CON', 'GRP', 'NIL']","['go.v.01', 'O', 'O', 'theater.n.01', 'O', 'O']"
197, p00/d1487,She,female.n.02,"['She', 'loved', 'Tom', '.']","['female', 'love', 'tom', '.']","['PRO', 'EPS', 'PER', 'NIL']","['female.n.02', 'love.v.03', 'male.n.02', 'O']"
198, p00/d1487,loved,love.v.03,"['She', 'loved', 'Tom', '.']","['female', 'love', 'tom', '.']","['PRO', 'EPS', 'PER', 'NIL']","['female.n.02', 'love.v.03', 'male.n.02', 'O']"
199, p00/d3130,This,entity.n.01,"['This', 'train', 'leaves', 'at']","['entity', 'train', 'leave', 'at']","['PRX', 'CON', 'EFS', 'REL']","['entity.n.01', 'train.n.01', 'leave.v.01', 'O']"
200, p00/d3130,train,train.n.01,"['This', 'train', 'leaves', 'at', ""nine~o'clock""]","['entity', 'train', 'leave', 'at', '09:00']","['PRX', 'CON', 'EFS', 'REL', 'CLO']","['entity.n.01', 'train.n.01', 'leave.v.01', 'O', 'O']"
201, p00/d3130,leaves,leave.v.01,"['This', 'train', 'leaves', 'at', ""nine~o'clock"", '.']","['entity', 'train', 'leave', 'at', '09:00', '.']","['PRX', 'CON', 'EFS', 'REL', 'CLO', 'NIL']","['entity.n.01', 'train.n.01', 'leave.v.01', 'O', 'O', 'O']"
202, p00/d1738,is,be.v.01,"['Tom', 'is', 'a', 'common', 'name']","['tom', 'be', 'a', 'common', 'name']","['LIT', 'ENS', 'DIS', 'IST', 'CON']","['O', 'be.v.01', 'O', 'common.a.02', 'name.n.01']"
203, p00/d1738,common,common.a.02,"['Tom', 'is', 'a', 'common', 'name', '.']","['tom', 'be', 'a', 'common', 'name', '.']","['LIT', 'ENS', 'DIS', 'IST', 'CON', 'NIL']","['O', 'be.v.01', 'O', 'common.a.02', 'name.n.01', 'O']"
204, p00/d2720,never,time.n.01,"['I', 'never', 'lie', '.']","['speaker', 'time', 'lie', '.']","['PRO', 'NOT', 'ENS', 'NIL']","['O', 'time.n.01', 'lie.v.05', 'O']"
205, p30/d1555,hare,hare.n.01,"['A', 'hare', 'raced', 'with', 'a']","['a', 'hare', 'race', 'with', 'a']","['DIS', 'CON', 'EPS', 'REL', 'DIS']","['O', 'hare.n.01', 'race.v.02', 'O', 'O']"
206, p30/d1555,raced,race.v.02,"['A', 'hare', 'raced', 'with', 'a', 'tortoise']","['a', 'hare', 'race', 'with', 'a', 'tortoise']","['DIS', 'CON', 'EPS', 'REL', 'DIS', 'CON']","['O', 'hare.n.01', 'race.v.02', 'O', 'O', 'tortoise.n.01']"
