,sentence,word,sense,context,sym_context,sem_context,sns_context
126, p10/d1680,rolled,roll_over.v.01,"['Tom', 'rolled', 'over', 'in']","['tom', 'roll~over', 'over', 'in']","['PER', 'EPS', 'REL', 'REL']","['male.n.02', 'roll_over.v.01', 'O', 'O']"
127, p10/d1680,bed,bed.n.01,"['over', 'in', 'bed', '.']","['over', 'in', 'bed', '.']","['REL', 'REL', 'CON', 'NIL']","['O', 'O', 'bed.n.01', 'O']"
128, p30/d0839,He,male.n.02,"['He', 'is', 'a']","['male', 'be', 'a']","['PRO', 'ENS', 'DIS']","['male.n.02', 'be.v.08', 'O']"
129, p30/d0839,is,be.v.08,"['He', 'is', 'a', 'scientist']","['male', 'be', 'a', 'scientist']","['PRO', 'ENS', 'DIS', 'ROL']","['male.n.02', 'be.v.08', 'O', 'scientist.n.01']"
130, p30/d0839,scientist,scientist.n.01,"['is', 'a', 'scientist', '.']","['be', 'a', 'scientist', '.']","['ENS', 'DIS', 'ROL', 'NIL']","['be.v.08', 'O', 'scientist.n.01', 'O']"
131, p10/d2171,One,person.n.01,"['One', 'can', 'not']","['person', 'can', 'not', 'not']","['AND', 'POS', 'NOT', 'NOT']","['person.n.01', 'O', 'O', 'O']"
132, p10/d2171,communicate,communicate.v.01,"['not', 'not', 'communicate', '.']","['not', 'not', 'communicate', '.']","['NOT', 'NOT', 'EXS', 'NIL']","['O', 'O', 'communicate.v.01', 'O']"
133, p20/d1884,lonely,lonely.a.01,"['was', 'not', 'lonely', '.']","['be', 'not', 'lonely', '.']","['PST', 'NOT', 'IST', 'NIL']","['O', 'O', 'lonely.a.01', 'O']"
134, p00/d0927,Tom,male.n.02,"['Tom', 'used', 'a']","['tom', 'use', 'a']","['PER', 'EPS', 'DIS']","['male.n.02', 'use.v.01', 'O']"
135, p00/d0927,used,use.v.01,"['Tom', 'used', 'a', 'toothpick']","['tom', 'use', 'a', 'toothpick']","['PER', 'EPS', 'DIS', 'CON']","['male.n.02', 'use.v.01', 'O', 'toothpick.n.01']"
136, p00/d0927,toothpick,toothpick.n.01,"['used', 'a', 'toothpick', '.']","['use', 'a', 'toothpick', '.']","['EPS', 'DIS', 'CON', 'NIL']","['use.v.01', 'O', 'toothpick.n.01', 'O']"
137, p10/d3276,Push,push.v.02,"['Push', 'the', 'button']","['push', 'the', 'button']","['EXS', 'DEF', 'CON']","['push.v.02', 'O', 'button.n.07']"
138, p10/d3276,button,button.n.07,"['Push', 'the', 'button', '.']","['push', 'the', 'button', '.']","['EXS', 'DEF', 'CON', 'NIL']","['push.v.02', 'O', 'button.n.07', 'O']"
139, p00/d0895,Where,location.n.01,"['Where', 'are', 'the']","['location', 'be', 'the']","['QUE', 'ENS', 'DEF']","['location.n.01', 'be.v.03', 'O']"
140, p00/d0895,are,be.v.03,"['Where', 'are', 'the', 'parking~metres']","['location', 'be', 'the', 'parking~meter']","['QUE', 'ENS', 'DEF', 'CON']","['location.n.01', 'be.v.03', 'O', 'parking_meter.n.01']"
141, p00/d0895,parking~metres,parking_meter.n.01,"['are', 'the', 'parking~metres', '?']","['be', 'the', 'parking~meter', '?']","['ENS', 'DEF', 'CON', 'QUE']","['be.v.03', 'O', 'parking_meter.n.01', 'O']"
142, p10/d2418,It,time.n.08,"['It', ""'s"", 'October']","['time', 'be', 'october']","['PRO', 'NOW', 'MOY']","['time.n.08', 'O', 'O']"
143, p10/d3140,taunting,taunt.v.01,"['You', ""'re"", 'taunting', 'me', '.']","['hearer', 'be', 'taunt', 'speaker', '.']","['PRO', 'NOW', 'EXG', 'PRO', 'NIL']","['O', 'O', 'taunt.v.01', 'O', 'O']"
144, p00/d0942,want,want.v.01,"['do', ""n't"", 'want', 'pizza', '.']","['do', 'not', 'want', 'pizza', '.', '.']","['NOW', 'NOT', 'EXS', 'CON', 'NIL', 'NIL']","['O', 'O', 'want.v.01', 'pizza.n.01', 'O', 'O']"
145, p00/d0942,pizza,pizza.n.01,"[""n't"", 'want', 'pizza', '.', 'I']","['speaker', 'not', 'want', 'pizza', '.', 'speaker', '.']","['PRO', 'NOT', 'EXS', 'CON', 'NIL', 'PRO', 'NIL']","['O', 'O', 'want.v.01', 'pizza.n.01', 'O', 'O', 'O']"
146, p00/d0942,hungry,hungry.a.01,"[""'m"", 'not', 'hungry', '.']","['.', 'be', 'not', 'hungry', '.']","['NIL', 'NOW', 'NOT', 'IST', 'NIL']","['O', 'O', 'O', 'hungry.a.01', 'O']"
147, p10/d0893,Oscar,animal.n.01,"['Oscar', 'was', 'my']","['oscar', 'be', 'speaker']","['NTH', 'EPS', 'HAS']","['animal.n.01', 'be.v.02', 'O']"
148, p10/d0893,was,be.v.02,"['Oscar', 'was', 'my', 'mum']","['oscar', 'be', 'speaker', 'mum']","['NTH', 'EPS', 'HAS', 'ROL']","['animal.n.01', 'be.v.02', 'O', 'mum.n.02']"
149, p10/d0893,mum,mum.n.02,"['was', 'my', 'mum', ""'s"", 'dog']","['be', 'speaker', 'mum', ""'s"", 'dog']","['EPS', 'HAS', 'ROL', 'HAS', 'CON']","['be.v.02', 'O', 'mum.n.02', 'O', 'dog.n.01']"
150, p10/d0893,dog,dog.n.01,"['mum', ""'s"", 'dog', '.']","['mum', ""'s"", 'dog', '.']","['ROL', 'HAS', 'CON', 'NIL']","['mum.n.02', 'O', 'dog.n.01', 'O']"
151, p10/d0802,He,male.n.02,"['He', 'wants', 'the']","['male', 'want', 'the']","['PRO', 'ENS', 'DEF']","['male.n.02', 'want.v.03', 'O']"
152, p10/d0802,wants,want.v.03,"['He', 'wants', 'the', 'money']","['male', 'want', 'the', 'money']","['PRO', 'ENS', 'DEF', 'CON']","['male.n.02', 'want.v.03', 'O', 'money.n.01']"
153, p10/d0802,money,money.n.01,"['wants', 'the', 'money', '.']","['want', 'the', 'money', '.']","['ENS', 'DEF', 'CON', 'NIL']","['want.v.03', 'O', 'money.n.01', 'O']"
154, p30/d2898,Keeping,keep.v.20,"['Keeping', 'a', 'car']","['keep', 'a', 'car', 'a']","['EXG', 'DIS', 'CON', 'DIS']","['keep.v.20', 'O', 'car.n.01', 'O']"
155, p30/d2898,car,car.n.01,"['Keeping', 'a', 'car', 'is', 'a']","['keep', 'a', 'car', 'be', 'a']","['EXG', 'DIS', 'CON', 'ENS', 'DIS']","['keep.v.20', 'O', 'car.n.01', 'be.v.01', 'O']"
156, p30/d2898,is,be.v.01,"['a', 'car', 'is', 'a', 'considerable']","['a', 'car', 'be', 'a', 'considerable']","['DIS', 'CON', 'ENS', 'DIS', 'IST']","['O', 'car.n.01', 'be.v.01', 'O', 'considerable.a.01']"
157, p30/d2898,considerable,considerable.a.01,"['is', 'a', 'considerable', 'expense', '.']","['a', 'be', 'a', 'considerable', 'expense', '.']","['DIS', 'ENS', 'DIS', 'IST', 'CON', 'NIL']","['O', 'be.v.01', 'O', 'considerable.a.01', 'expense.n.01', 'O']"
158, p30/d2898,expense,expense.n.01,"['a', 'considerable', 'expense', '.']","['a', 'a', 'considerable', 'expense', '.']","['DIS', 'DIS', 'IST', 'CON', 'NIL']","['O', 'O', 'considerable.a.01', 'expense.n.01', 'O']"
159, p30/d3436,father,father.n.01,"['My', 'father', 'died', 'five']","['speaker', 'father', 'die', '5']","['HAS', 'ROL', 'EPS', 'QUC']","['O', 'father.n.01', 'die.v.01', 'O']"
160, p30/d3436,died,die.v.01,"['My', 'father', 'died', 'five', 'years']","['speaker', 'father', 'die', '5', 'year']","['HAS', 'ROL', 'EPS', 'QUC', 'UOM']","['O', 'father.n.01', 'die.v.01', 'O', 'year.n.01']"
161, p30/d3436,years,year.n.01,"['died', 'five', 'years', 'ago', '.']","['die', '5', 'year', 'ago', '.']","['EPS', 'QUC', 'UOM', 'PST', 'NIL']","['die.v.01', 'O', 'year.n.01', 'O', 'O']"
162, p00/d1693,jokes,joke.n.01,"['Your', 'jokes', 'are', ""n't""]","['hearer', 'joke', 'be', 'not']","['HAS', 'CON', 'NOW', 'NOT']","['O', 'joke.n.01', 'O', 'O']"
163, p00/d1693,funny,funny.a.01,"['are', ""n't"", 'funny', '.']","['be', 'not', 'funny', '.']","['NOW', 'NOT', 'IST', 'NIL']","['O', 'O', 'funny.a.01', 'O']"
164, p20/d2859,Who,person.n.01,"['Who', ""'s"", 'your']","['person', 'be', 'hearer']","['QUE', 'ENS', 'HAS']","['person.n.01', 'be.v.02', 'O']"
165, p20/d2859,'s,be.v.02,"['Who', ""'s"", 'your', 'favorite']","['person', 'be', 'hearer', 'favorite']","['QUE', 'ENS', 'HAS', 'TOP']","['person.n.01', 'be.v.02', 'O', 'favorite.a.02']"
166, p20/d2859,favorite,favorite.a.02,"[""'s"", 'your', 'favorite', 'painter', '?']","['be', 'hearer', 'favorite', 'painter', '?']","['ENS', 'HAS', 'TOP', 'ROL', 'QUE']","['be.v.02', 'O', 'favorite.a.02', 'painter.n.01', 'O']"
167, p20/d2859,painter,painter.n.01,"['your', 'favorite', 'painter', '?']","['hearer', 'favorite', 'painter', '?']","['HAS', 'TOP', 'ROL', 'QUE']","['O', 'favorite.a.02', 'painter.n.01', 'O']"
168, p30/d2999,Everybody,person.n.01,"['Everybody', 'wants', 'something']","['person', 'want', 'entity']","['AND', 'ENS', 'DIS']","['person.n.01', 'want.v.01', 'entity.n.01']"
169, p30/d2999,wants,want.v.01,"['Everybody', 'wants', 'something', '.']","['person', 'want', 'entity', '.']","['AND', 'ENS', 'DIS', 'NIL']","['person.n.01', 'want.v.01', 'entity.n.01', 'O']"
170, p30/d2999,something,entity.n.01,"['Everybody', 'wants', 'something', '.']","['person', 'want', 'entity', '.']","['AND', 'ENS', 'DIS', 'NIL']","['person.n.01', 'want.v.01', 'entity.n.01', 'O']"
171, p00/d3187,Tom,male.n.02,"['Tom', 'is', 'very']","['tom', 'be', 'very']","['PER', 'NOW', 'INT']","['male.n.02', 'O', 'very.r.01']"
172, p00/d3187,very,very.r.01,"['Tom', 'is', 'very', 'polite', '.']","['tom', 'be', 'very', 'polite', '.']","['PER', 'NOW', 'INT', 'DEG', 'NIL']","['male.n.02', 'O', 'very.r.01', 'polite.a.01', 'O']"
173, p00/d3187,polite,polite.a.01,"['is', 'very', 'polite', '.']","['be', 'very', 'polite', '.']","['NOW', 'INT', 'DEG', 'NIL']","['O', 'very.r.01', 'polite.a.01', 'O']"
174, p10/d2688,magazines,magazine.n.02,"['How', 'many', 'magazines', 'are', 'on']","['how', '?', 'magazine', 'be', 'on']","['QUE', 'QUV', 'CON', 'ENS', 'REL']","['O', 'O', 'magazine.n.02', 'be.v.03', 'O']"
175, p10/d2688,are,be.v.03,"['many', 'magazines', 'are', 'on', 'the']","['?', 'magazine', 'be', 'on', 'the']","['QUV', 'CON', 'ENS', 'REL', 'DEF']","['O', 'magazine.n.02', 'be.v.03', 'O', 'O']"
176, p10/d2688,desk,desk.n.01,"['on', 'the', 'desk', '?']","['on', 'the', 'desk', '?']","['REL', 'DEF', 'CON', 'QUE']","['O', 'O', 'desk.n.01', 'O']"
177, p00/d0798,It,entity.n.01,"['It', 'took', 'me']","['entity', 'take', 'speaker']","['NIL', 'EPS', 'PRO']","['entity.n.01', 'take.v.02', 'O']"
178, p00/d0798,took,take.v.02,"['It', 'took', 'me', 'two']","['entity', 'take', 'speaker', '2']","['NIL', 'EPS', 'PRO', 'QUC']","['entity.n.01', 'take.v.02', 'O', 'O']"
179, p00/d0798,hours,hour.n.01,"['me', 'two', 'hours', 'to', 'memorize']","['speaker', '2', 'hour', 'to', 'memorize']","['PRO', 'QUC', 'UOM', 'NIL', 'EXS']","['O', 'O', 'hour.n.01', 'O', 'memorize.v.01']"
180, p00/d0798,memorize,memorize.v.01,"['hours', 'to', 'memorize', 'this', 'sentence']","['hour', 'to', 'memorize', 'entity', 'sentence']","['UOM', 'NIL', 'EXS', 'PRX', 'CON']","['hour.n.01', 'O', 'memorize.v.01', 'entity.n.01', 'sentence.n.01']"
181, p00/d0798,this,entity.n.01,"['to', 'memorize', 'this', 'sentence', '.']","['to', 'memorize', 'entity', 'sentence', '.']","['NIL', 'EXS', 'PRX', 'CON', 'NIL']","['O', 'memorize.v.01', 'entity.n.01', 'sentence.n.01', 'O']"
182, p00/d0798,sentence,sentence.n.01,"['memorize', 'this', 'sentence', '.']","['memorize', 'entity', 'sentence', '.']","['EXS', 'PRX', 'CON', 'NIL']","['memorize.v.01', 'entity.n.01', 'sentence.n.01', 'O']"
183, p00/d3037,He,male.n.02,"['He', 'called', 'his']","['male', 'call~up', 'male']","['PRO', 'EPS', 'HAS']","['male.n.02', 'call_up.v.02', 'male.n.02']"
184, p00/d3037,called,call_up.v.02,"['He', 'called', 'his', 'mother']","['male', 'call~up', 'male', 'mother']","['PRO', 'EPS', 'HAS', 'ROL']","['male.n.02', 'call_up.v.02', 'male.n.02', 'mother.n.01']"
185, p00/d3037,his,male.n.02,"['He', 'called', 'his', 'mother', 'up']","['male', 'call~up', 'male', 'mother', 'up']","['PRO', 'EPS', 'HAS', 'ROL', 'REL']","['male.n.02', 'call_up.v.02', 'male.n.02', 'mother.n.01', 'O']"
186, p00/d3037,mother,mother.n.01,"['called', 'his', 'mother', 'up', 'from']","['call~up', 'male', 'mother', 'up', 'from']","['EPS', 'HAS', 'ROL', 'REL', 'REL']","['call_up.v.02', 'male.n.02', 'mother.n.01', 'O', 'O']"
187, p00/d3037,airport,airport.n.01,"['from', 'the', 'airport', '.']","['from', 'the', 'airport', '.']","['REL', 'DEF', 'CON', 'NIL']","['O', 'O', 'airport.n.01', 'O']"
188, p00/d1461,Everyone,person.n.01,"['Everyone', ""'s"", 'eating']","['person', 'be', 'eat']","['AND', 'NOW', 'EXG']","['person.n.01', 'O', 'eat.v.02']"
189, p00/d1461,eating,eat.v.02,"['Everyone', ""'s"", 'eating', '.']","['person', 'be', 'eat', '.']","['AND', 'NOW', 'EXG', 'NIL']","['person.n.01', 'O', 'eat.v.02', 'O']"
190, p00/d2315,they,person.n.01,"['Are', 'they', 'live', '?']","['be', 'person', 'live', '?']","['NOW', 'PRO', 'IST', 'QUE']","['O', 'person.n.01', 'live.a.01', 'O']"
191, p00/d2315,live,live.a.01,"['Are', 'they', 'live', '?']","['be', 'person', 'live', '?']","['NOW', 'PRO', 'IST', 'QUE']","['O', 'person.n.01', 'live.a.01', 'O']"
192, p00/d2984,This,entity.n.01,"['This', 'is', 'exciting']","['entity', 'be', 'exciting']","['PRX', 'NOW', 'IST']","['entity.n.01', 'O', 'exciting.a.01']"
193, p00/d2984,exciting,exciting.a.01,"['This', 'is', 'exciting', '.']","['entity', 'be', 'exciting', '.']","['PRX', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'exciting.a.01', 'O']"
194, p00/d2468,Tom,male.n.02,"['Tom', 'has', 'bought']","['tom', 'have', 'buy', 'have']","['PER', 'NOW', 'EXT', 'ENS']","['male.n.02', 'O', 'buy.v.01', 'have.v.02']"
195, p00/d2468,bought,buy.v.01,"['Tom', 'has', 'bought', 'a', 'house']","['tom', 'have', 'buy', 'a', 'house', 'have']","['PER', 'NOW', 'EXT', 'DIS', 'CON', 'ENS']","['male.n.02', 'O', 'buy.v.01', 'O', 'house.n.01', 'have.v.02']"
196, p00/d2468,house,house.n.01,"['bought', 'a', 'house', 'which', 'has']","['have', 'buy', 'a', 'house', 'which', 'have']","['NOW', 'EXT', 'DIS', 'CON', 'REL', 'ENS']","['O', 'buy.v.01', 'O', 'house.n.01', 'O', 'have.v.02']"
197, p00/d2468,rooms,room.n.01,"['has', 'six', 'rooms', '.']","['have', 'have', '6', 'room', '.']","['NOW', 'ENS', 'QUC', 'CON', 'NIL']","['O', 'have.v.02', 'O', 'room.n.01', 'O']"
198, p00/d1916,lied,lie.v.05,"['You', 'lied', 'to', 'me']","['hearer', 'lie', 'to', 'speaker']","['PRO', 'EPS', 'REL', 'PRO']","['O', 'lie.v.05', 'O', 'O']"
199, p10/d1821,Tom,male.n.02,"['Tom', 'loves', 'chocolate~cake']","['tom', 'love', 'chocolate~cake']","['PER', 'ENS', 'CON']","['male.n.02', 'love.v.01', 'chocolate_cake.n.01']"
200, p10/d1821,loves,love.v.01,"['Tom', 'loves', 'chocolate~cake', '.']","['tom', 'love', 'chocolate~cake', '.']","['PER', 'ENS', 'CON', 'NIL']","['male.n.02', 'love.v.01', 'chocolate_cake.n.01', 'O']"
201, p10/d1821,chocolate~cake,chocolate_cake.n.01,"['Tom', 'loves', 'chocolate~cake', '.']","['tom', 'love', 'chocolate~cake', '.']","['PER', 'ENS', 'CON', 'NIL']","['male.n.02', 'love.v.01', 'chocolate_cake.n.01', 'O']"
202, p00/d1308,silent,silent.a.02,"['Both', 'were', 'silent', '.']","['both', 'be', 'silent', '.']","['AND', 'PST', 'IST', 'NIL']","['O', 'O', 'silent.a.02', 'O']"
203, p20/d1191,people,person.n.01,"['Some', '2,000', 'people', 'are', 'currently']","['some', '2000', 'person', 'be', 'currently']","['APX', 'QUC', 'CON', 'NOW', 'NOW']","['O', 'O', 'person.n.01', 'O', 'O']"
204, p20/d1191,employed,employ.v.02,"['are', 'currently', 'employed', 'at', 'the']","['be', 'currently', 'employ', 'at', 'the']","['NOW', 'NOW', 'EXS', 'REL', 'DEF']","['O', 'O', 'employ.v.02', 'O', 'O']"
205, p20/d1191,Suzano,geographical_area.n.01,"['at', 'the', 'Suzano', 'industrial~park', '.']","['at', 'the', 'suzano', 'industrial~park', '.']","['REL', 'DEF', 'GEO', 'CON', 'NIL']","['O', 'O', 'geographical_area.n.01', 'industrial_park.n.01', 'O']"
206, p20/d1191,industrial~park,industrial_park.n.01,"['the', 'Suzano', 'industrial~park', '.']","['the', 'suzano', 'industrial~park', '.']","['DEF', 'GEO', 'CON', 'NIL']","['O', 'geographical_area.n.01', 'industrial_park.n.01', 'O']"
207, p00/d1741,plan,plan.n.01,"['My', 'plan', 'worked', '.']","['speaker', 'plan', 'work', '.']","['HAS', 'CON', 'EPS', 'NIL']","['O', 'plan.n.01', 'work.v.03', 'O']"
208, p00/d1741,worked,work.v.03,"['My', 'plan', 'worked', '.']","['speaker', 'plan', 'work', '.']","['HAS', 'CON', 'EPS', 'NIL']","['O', 'plan.n.01', 'work.v.03', 'O']"
209, p10/d2312,Tom,male.n.02,"['Tom', 'put', 'his']","['tom', 'put', 'male', 'male']","['PER', 'EPS', 'HAS', 'HAS']","['male.n.02', 'put.v.01', 'male.n.02', 'male.n.02']"
210, p10/d2312,put,put.v.01,"['Tom', 'put', 'his', 'pistol']","['tom', 'put', 'male', 'pistol', 'male']","['PER', 'EPS', 'HAS', 'CON', 'HAS']","['male.n.02', 'put.v.01', 'male.n.02', 'pistol.n.01', 'male.n.02']"
211, p10/d2312,his,male.n.02,"['Tom', 'put', 'his', 'pistol', 'under']","['tom', 'put', 'male', 'pistol', 'under', 'male']","['PER', 'EPS', 'HAS', 'CON', 'REL', 'HAS']","['male.n.02', 'put.v.01', 'male.n.02', 'pistol.n.01', 'O', 'male.n.02']"
212, p10/d2312,pistol,pistol.n.01,"['put', 'his', 'pistol', 'under', 'his']","['put', 'male', 'pistol', 'under', 'male']","['EPS', 'HAS', 'CON', 'REL', 'HAS']","['put.v.01', 'male.n.02', 'pistol.n.01', 'O', 'male.n.02']"
213, p10/d2312,his,male.n.02,"['pistol', 'under', 'his', 'pillow', '.']","['male', 'pistol', 'under', 'male', 'pillow', '.']","['HAS', 'CON', 'REL', 'HAS', 'CON', 'NIL']","['male.n.02', 'pistol.n.01', 'O', 'male.n.02', 'pillow.n.01', 'O']"
214, p10/d2312,pillow,pillow.n.01,"['under', 'his', 'pillow', '.']","['male', 'under', 'male', 'pillow', '.']","['HAS', 'REL', 'HAS', 'CON', 'NIL']","['male.n.02', 'O', 'male.n.02', 'pillow.n.01', 'O']"
215, p00/d2428,Tom,male.n.02,"['Tom', 'is', 'ready']","['tom', 'be', 'ready']","['PER', 'NOW', 'IST']","['male.n.02', 'O', 'ready.a.01']"
216, p00/d2428,ready,ready.a.01,"['Tom', 'is', 'ready', '.']","['tom', 'be', 'ready', '.']","['PER', 'NOW', 'IST', 'NIL']","['male.n.02', 'O', 'ready.a.01', 'O']"
217, p00/d2721,politician,politician.n.01,"['That', 'politician', 'is', 'an']","['that', 'politician', 'be', 'an']","['DST', 'ROL', 'ENS', 'DIS']","['O', 'politician.n.01', 'be.v.01', 'O']"
218, p00/d2721,is,be.v.01,"['That', 'politician', 'is', 'an', 'old']","['that', 'politician', 'be', 'an', 'old']","['DST', 'ROL', 'ENS', 'DIS', 'IST']","['O', 'politician.n.01', 'be.v.01', 'O', 'old.a.04']"
219, p00/d2721,old,old.a.04,"['is', 'an', 'old', 'fox', '.']","['be', 'an', 'old', 'fox', '.']","['ENS', 'DIS', 'IST', 'ROL', 'NIL']","['be.v.01', 'O', 'old.a.04', 'fox.n.02', 'O']"
220, p00/d2721,fox,fox.n.02,"['an', 'old', 'fox', '.']","['an', 'old', 'fox', '.']","['DIS', 'IST', 'ROL', 'NIL']","['O', 'old.a.04', 'fox.n.02', 'O']"
221, p10/d2032,told,tell.v.03,"['I', 'told', 'him', 'everything']","['speaker', 'tell', 'male', 'entity']","['PRO', 'EPS', 'PRO', 'AND']","['O', 'tell.v.03', 'male.n.02', 'entity.n.01']"
222, p10/d2032,him,male.n.02,"['I', 'told', 'him', 'everything', '.']","['speaker', 'tell', 'male', 'entity', '.']","['PRO', 'EPS', 'PRO', 'AND', 'NIL']","['O', 'tell.v.03', 'male.n.02', 'entity.n.01', 'O']"
223, p10/d2032,everything,entity.n.01,"['told', 'him', 'everything', '.']","['tell', 'male', 'entity', '.']","['EPS', 'PRO', 'AND', 'NIL']","['tell.v.03', 'male.n.02', 'entity.n.01', 'O']"
224, p20/d3257,bugs,bug.n.02,"['Some', 'bugs', 'were', 'fixed']","['some', 'bug', 'be', 'fix']","['DIS', 'CON', 'PST', 'EXS']","['O', 'bug.n.02', 'O', 'fix.v.01']"
225, p20/d3257,fixed,fix.v.01,"['bugs', 'were', 'fixed', '.']","['bug', 'be', 'fix', '.']","['CON', 'PST', 'EXS', 'NIL']","['bug.n.02', 'O', 'fix.v.01', 'O']"
226, p20/d1819,Tom,male.n.02,"['Tom', 'and', 'Mary']","['tom', 'and', 'mary']","['PER', 'GRP', 'PER']","['male.n.02', 'O', 'female.n.02']"
227, p20/d1819,Mary,female.n.02,"['Tom', 'and', 'Mary', 'both', 'laughed']","['tom', 'and', 'mary', 'both', 'laugh']","['PER', 'GRP', 'PER', 'AND', 'EPS']","['male.n.02', 'O', 'female.n.02', 'O', 'laugh.v.01']"
228, p20/d1819,laughed,laugh.v.01,"['Mary', 'both', 'laughed', '.']","['mary', 'both', 'laugh', '.']","['PER', 'AND', 'EPS', 'NIL']","['female.n.02', 'O', 'laugh.v.01', 'O']"
229, p10/d2554,Tom,male.n.02,"['Tom', 'deposited', 'some']","['tom', 'deposit', 'some']","['PER', 'EPS', 'DIS']","['male.n.02', 'deposit.v.02', 'O']"
230, p10/d2554,deposited,deposit.v.02,"['Tom', 'deposited', 'some', 'money']","['tom', 'deposit', 'some', 'money']","['PER', 'EPS', 'DIS', 'CON']","['male.n.02', 'deposit.v.02', 'O', 'money.n.01']"
231, p10/d2554,money,money.n.01,"['deposited', 'some', 'money', 'in', 'the']","['deposit', 'some', 'money', 'in', 'the']","['EPS', 'DIS', 'CON', 'REL', 'DEF']","['deposit.v.02', 'O', 'money.n.01', 'O', 'O']"
232, p10/d2554,bank,bank.n.02,"['in', 'the', 'bank', '.']","['in', 'the', 'bank', '.']","['REL', 'DEF', 'CON', 'NIL']","['O', 'O', 'bank.n.02', 'O']"
233, p30/d2724,blue,blue.a.01,"['How', 'blue', 'the', 'sky']","['how', 'blue', 'the', 'sky']","['EMP', 'COL', 'DEF', 'CON']","['O', 'blue.a.01', 'O', 'sky.n.01']"
234, p30/d2724,sky,sky.n.01,"['blue', 'the', 'sky', 'is', '!']","['blue', 'the', 'sky', 'be', '!']","['COL', 'DEF', 'CON', 'NOW', 'EMP']","['blue.a.01', 'O', 'sky.n.01', 'O', 'O']"
235, p00/d0856,Who,person.n.01,"['Who', 'is', 'he']","['person', 'be', 'male']","['QUE', 'ENS', 'PRO']","['person.n.01', 'be.v.02', 'male.n.02']"
236, p00/d0856,is,be.v.02,"['Who', 'is', 'he', '?']","['person', 'be', 'male', '?']","['QUE', 'ENS', 'PRO', 'QUE']","['person.n.01', 'be.v.02', 'male.n.02', 'O']"
237, p00/d0856,he,male.n.02,"['Who', 'is', 'he', '?']","['person', 'be', 'male', '?']","['QUE', 'ENS', 'PRO', 'QUE']","['person.n.01', 'be.v.02', 'male.n.02', 'O']"
238, p00/d2977,watching,watch.v.03,"['are', 'not', 'watching', 'TV', 'now']","['be', 'not', 'watch', 'tv', 'now']","['NOW', 'NOT', 'EXG', 'CON', 'NOW']","['O', 'O', 'watch.v.03', 'tv.n.01', 'O']"
239, p00/d2977,TV,tv.n.01,"['not', 'watching', 'TV', 'now', '.']","['not', 'watch', 'tv', 'now', '.']","['NOT', 'EXG', 'CON', 'NOW', 'NIL']","['O', 'watch.v.03', 'tv.n.01', 'O', 'O']"
240, p20/d1616,Tom,male.n.02,"['Tom', 'is', 'playing']","['tom', 'be', 'play']","['PER', 'NOW', 'EXG']","['male.n.02', 'O', 'play.v.01']"
241, p20/d1616,playing,play.v.01,"['Tom', 'is', 'playing', 'poker', 'with']","['tom', 'be', 'play', 'poker', 'with']","['PER', 'NOW', 'EXG', 'CON', 'REL']","['male.n.02', 'O', 'play.v.01', 'poker.n.02', 'O']"
242, p20/d1616,poker,poker.n.02,"['is', 'playing', 'poker', 'with', 'his']","['be', 'play', 'poker', 'with', 'male']","['NOW', 'EXG', 'CON', 'REL', 'HAS']","['O', 'play.v.01', 'poker.n.02', 'O', 'male.n.02']"
243, p20/d1616,his,male.n.02,"['poker', 'with', 'his', 'friends', '.']","['poker', 'with', 'male', 'friend', '.']","['CON', 'REL', 'HAS', 'ROL', 'NIL']","['poker.n.02', 'O', 'male.n.02', 'friend.n.01', 'O']"
244, p20/d1616,friends,friend.n.01,"['with', 'his', 'friends', '.']","['with', 'male', 'friend', '.']","['REL', 'HAS', 'ROL', 'NIL']","['O', 'male.n.02', 'friend.n.01', 'O']"
245, p00/d1589,Mary,female.n.02,"['Mary', 'just', 'left']","['mary', 'just', 'leave']","['PER', 'PST', 'EPS']","['female.n.02', 'O', 'leave.v.01']"
246, p00/d1589,left,leave.v.01,"['Mary', 'just', 'left', '.']","['mary', 'just', 'leave', '.']","['PER', 'PST', 'EPS', 'NIL']","['female.n.02', 'O', 'leave.v.01', 'O']"
